workflow_id,request_id,step_id,node_id,source_node,target_node,agent_name,guardrail_type,policy_id,text_hash,trust_boundary,risk_level,original_latency_ms,original_cost_usd,recommended_decision,reason,reused_from_step_id,safe_to_optimize,graph_path_id,path_type,protected_boundary,audit_required
wf_002,req_5d6a23c9,3,req_5d6a23c9_ComplianceAgent,PlannerAgent,ComplianceAgent,ComplianceAgent,PROMPT_ATTACK_CHECK,policy_v3,2ca26547d1b5,AGENT_TO_AGENT_INTERNAL,low,181.88,0.000205,SKIP_REDUNDANT_WITH_AUDIT,low_risk_internal_duplicate_same_text_same_policy_previous_pass,1.0,True,req_5d6a23c9_p1,final,False,True
wf_002,req_5d6a23c9,5,req_5d6a23c9_SummarizerAgent,ComplianceAgent,SummarizerAgent,SummarizerAgent,PROMPT_ATTACK_CHECK,policy_v3,2ca26547d1b5,AGENT_TO_AGENT_INTERNAL,low,193.42,0.000214,HUMAN_REVIEW_REQUIRED,conflicting_guardrail_results,3.0,False,req_5d6a23c9_p1,final,False,True
wf_002,req_5d6a23c9,9,req_5d6a23c9_ComplianceAgent,PlannerAgent,ComplianceAgent,ComplianceAgent,GROUNDING_CHECK,policy_v3,2ca26547d1b5,AGENT_TO_AGENT_INTERNAL,low,276.03,0.000328,SKIP_REDUNDANT_WITH_AUDIT,low_risk_internal_duplicate_same_text_same_policy_previous_pass,7.0,True,req_5d6a23c9_p1,final,False,True
wf_002,req_5d6a23c9,11,req_5d6a23c9_SummarizerAgent,ComplianceAgent,SummarizerAgent,SummarizerAgent,GROUNDING_CHECK,policy_v3,2ca26547d1b5,AGENT_TO_AGENT_INTERNAL,low,268.19,0.000327,HUMAN_REVIEW_REQUIRED,conflicting_guardrail_results,9.0,False,req_5d6a23c9_p1,final,False,True
wf_003,req_f625fc17,1,req_f625fc17_PlannerAgent,User,PlannerAgent,PlannerAgent,PROMPT_ATTACK_CHECK,policy_v2,878d18e94f35,USER_TO_AGENT,high,299.23,0.000329,KEEP,protected_trust_boundary_always_kept,,False,req_f625fc17_p0,final,True,False
wf_003,req_f625fc17,2,req_f625fc17_FinanceAgent,PlannerAgent,FinanceAgent,FinanceAgent,PROMPT_ATTACK_CHECK,policy_v2,878d18e94f35,AGENT_TO_AGENT_INTERNAL,high,217.42,0.000295,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,1.0,False,req_f625fc17_p0,final,False,True
wf_003,req_f625fc17,3,req_f625fc17_PaymentTool,FinanceAgent,PaymentTool,PaymentTool,PROMPT_ATTACK_CHECK,policy_v2,878d18e94f35,AGENT_TO_TOOL,high,261.7,0.000278,KEEP,protected_trust_boundary_always_kept,,False,req_f625fc17_p0,final,True,False
wf_003,req_f625fc17,4,req_f625fc17_SummarizerAgent,PaymentTool,SummarizerAgent,SummarizerAgent,PROMPT_ATTACK_CHECK,policy_v2,878d18e94f35,TOOL_TO_AGENT,high,258.33,0.000281,KEEP,protected_trust_boundary_always_kept,,False,req_f625fc17_p0,final,True,False
wf_003,req_f625fc17,5,req_f625fc17_FinalAnswer,SummarizerAgent,FinalAnswer,FinalAnswer,PROMPT_ATTACK_CHECK,policy_v2,878d18e94f35,AGENT_TO_FINAL_RESPONSE,high,222.6,0.000305,KEEP,protected_trust_boundary_always_kept,,False,req_f625fc17_p0,final,True,False
wf_003,req_f625fc17,6,req_f625fc17_PlannerAgent,User,PlannerAgent,PlannerAgent,GROUNDING_CHECK,policy_v2,878d18e94f35,USER_TO_AGENT,high,428.77,0.000426,KEEP,protected_trust_boundary_always_kept,,False,req_f625fc17_p0,final,True,False
wf_003,req_f625fc17,7,req_f625fc17_FinanceAgent,PlannerAgent,FinanceAgent,FinanceAgent,GROUNDING_CHECK,policy_v2,878d18e94f35,AGENT_TO_AGENT_INTERNAL,high,354.37,0.000419,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,6.0,False,req_f625fc17_p0,final,False,True
wf_003,req_f625fc17,8,req_f625fc17_PaymentTool,FinanceAgent,PaymentTool,PaymentTool,GROUNDING_CHECK,policy_v2,878d18e94f35,AGENT_TO_TOOL,high,361.74,0.000385,KEEP,protected_trust_boundary_always_kept,,False,req_f625fc17_p0,final,True,False
wf_003,req_f625fc17,9,req_f625fc17_SummarizerAgent,PaymentTool,SummarizerAgent,SummarizerAgent,GROUNDING_CHECK,policy_v2,878d18e94f35,TOOL_TO_AGENT,high,376.12,0.000412,KEEP,protected_trust_boundary_always_kept,,False,req_f625fc17_p0,final,True,False
wf_003,req_f625fc17,10,req_f625fc17_FinalAnswer,SummarizerAgent,FinalAnswer,FinalAnswer,GROUNDING_CHECK,policy_v2,878d18e94f35,AGENT_TO_FINAL_RESPONSE,high,306.62,0.00037,KEEP,protected_trust_boundary_always_kept,,False,req_f625fc17_p0,final,True,False
wf_004,req_8b936967,1,req_8b936967_PlannerAgent,User,PlannerAgent,PlannerAgent,SENSITIVE_INFO_CHECK,policy_v3,9c949bfb5eea,USER_TO_AGENT,low,159.15,5.1e-05,KEEP,protected_trust_boundary_always_kept,,False,req_8b936967_p0,final,True,False
wf_004,req_8b936967,2,req_8b936967_AgentA,PlannerAgent,AgentA,AgentA,SENSITIVE_INFO_CHECK,policy_v3,9c949bfb5eea,AGENT_TO_AGENT_INTERNAL,low,152.49,4.7e-05,SKIP_REDUNDANT_WITH_AUDIT,low_risk_internal_duplicate_same_text_same_policy_previous_pass,1.0,True,req_8b936967_p0,final,False,True
wf_004,req_8b936967,3,req_8b936967_AgentB,AgentA,AgentB,AgentB,SENSITIVE_INFO_CHECK,policy_v3,9c949bfb5eea,AGENT_TO_AGENT_INTERNAL,low,132.53,5e-05,SKIP_REDUNDANT_WITH_AUDIT,low_risk_internal_duplicate_same_text_same_policy_previous_pass,2.0,True,req_8b936967_p0,final,False,True
wf_004,req_8b936967,4,req_8b936967_AgentC,AgentB,AgentC,AgentC,SENSITIVE_INFO_CHECK,policy_v3,9c949bfb5eea,AGENT_TO_AGENT_INTERNAL,low,161.68,4.6e-05,SKIP_REDUNDANT_WITH_AUDIT,low_risk_internal_duplicate_same_text_same_policy_previous_pass,3.0,True,req_8b936967_p0,final,False,True
wf_004,req_8b936967,5,req_8b936967_FinalAnswer,AgentC,FinalAnswer,FinalAnswer,SENSITIVE_INFO_CHECK,policy_v3,9c949bfb5eea,AGENT_TO_FINAL_RESPONSE,low,155.31,4.7e-05,KEEP,protected_trust_boundary_always_kept,,False,req_8b936967_p0,final,True,False
wf_005,req_16c0be0a,1,req_16c0be0a_PlannerAgent,User,PlannerAgent,PlannerAgent,SENSITIVE_INFO_CHECK,policy_v2,2ca26547d1b5,USER_TO_AGENT,low,133.54,5.4e-05,KEEP,protected_trust_boundary_always_kept,,False,req_16c0be0a_p0,final,True,False
wf_005,req_16c0be0a,2,req_16c0be0a_RetrievalAgent,PlannerAgent,RetrievalAgent,RetrievalAgent,SENSITIVE_INFO_CHECK,policy_v2,2ca26547d1b5,AGENT_TO_AGENT_INTERNAL,low,162.46,5.3e-05,SKIP_REDUNDANT_WITH_AUDIT,low_risk_internal_duplicate_same_text_same_policy_previous_pass,1.0,True,req_16c0be0a_p0,final,False,True
wf_005,req_16c0be0a,3,req_16c0be0a_ComplianceAgent,RetrievalAgent,ComplianceAgent,ComplianceAgent,SENSITIVE_INFO_CHECK,policy_v2,2ca26547d1b5,AGENT_TO_AGENT_INTERNAL,low,135.75,4.7e-05,HUMAN_REVIEW_REQUIRED,conflicting_guardrail_results,2.0,False,req_16c0be0a_p0,final,False,True
wf_005,req_16c0be0a,4,req_16c0be0a_FinalAnswer,ComplianceAgent,FinalAnswer,FinalAnswer,SENSITIVE_INFO_CHECK,policy_v2,2ca26547d1b5,AGENT_TO_FINAL_RESPONSE,low,161.74,4.8e-05,KEEP,protected_trust_boundary_always_kept,,False,req_16c0be0a_p0,final,True,False
wf_006,req_8bde4bef,1,req_8bde4bef_PlannerAgent,User,PlannerAgent,PlannerAgent,GROUNDING_CHECK,policy_v2,ab7232a7009e,USER_TO_AGENT,high,325.01,0.000382,KEEP,protected_trust_boundary_always_kept,,False,req_8bde4bef_p0,final,True,False
wf_006,req_8bde4bef,2,req_8bde4bef_MarketDataTool,PlannerAgent,MarketDataTool,MarketDataTool,GROUNDING_CHECK,policy_v2,ab7232a7009e,AGENT_TO_TOOL,high,306.91,0.00039,KEEP,protected_trust_boundary_always_kept,,False,req_8bde4bef_p0,final,True,False
wf_006,req_8bde4bef,4,req_8bde4bef_AggregatorAgent,MarketDataTool,AggregatorAgent,AggregatorAgent,GROUNDING_CHECK,policy_v2,ab7232a7009e,TOOL_TO_AGENT,high,417.88,0.00037,KEEP,protected_trust_boundary_always_kept,,False,req_8bde4bef_p0,final,True,False
wf_006,req_8bde4bef,6,req_8bde4bef_ComplianceAgent,AggregatorAgent,ComplianceAgent,ComplianceAgent,GROUNDING_CHECK,policy_v2,ab7232a7009e,AGENT_TO_AGENT_INTERNAL,high,303.93,0.000371,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,4.0,False,req_8bde4bef_p0,final,False,True
wf_006,req_8bde4bef,7,req_8bde4bef_FinalAnswer,ComplianceAgent,FinalAnswer,FinalAnswer,GROUNDING_CHECK,policy_v2,ab7232a7009e,AGENT_TO_FINAL_RESPONSE,high,342.77,0.000386,KEEP,protected_trust_boundary_always_kept,,False,req_8bde4bef_p0,final,True,False
wf_006,req_8bde4bef,3,req_8bde4bef_RiskModelTool,PlannerAgent,RiskModelTool,RiskModelTool,GROUNDING_CHECK,policy_v2,ab7232a7009e,AGENT_TO_TOOL,high,427.43,0.000408,KEEP,protected_trust_boundary_always_kept,,False,req_8bde4bef_p1,final,True,False
wf_006,req_8bde4bef,5,req_8bde4bef_AggregatorAgent,RiskModelTool,AggregatorAgent,AggregatorAgent,GROUNDING_CHECK,policy_v2,ab7232a7009e,TOOL_TO_AGENT,high,355.04,0.000441,KEEP,protected_trust_boundary_always_kept,,False,req_8bde4bef_p1,final,True,False
wf_007,req_46dcb3df,1,req_46dcb3df_PlannerAgent,User,PlannerAgent,PlannerAgent,TOXICITY_CHECK,policy_v2,d411348d672f,USER_TO_AGENT,low,146.92,0.000203,KEEP,protected_trust_boundary_always_kept,,False,req_46dcb3df_p0,final,True,False
wf_007,req_46dcb3df,2,req_46dcb3df_CodeGenTool,PlannerAgent,CodeGenTool,CodeGenTool,TOXICITY_CHECK,policy_v2,d411348d672f,AGENT_TO_TOOL,low,106.8,0.000227,KEEP,protected_trust_boundary_always_kept,,False,req_46dcb3df_p0,final,True,False
wf_007,req_46dcb3df,3,req_46dcb3df_ReviewerAgent,CodeGenTool,ReviewerAgent,ReviewerAgent,TOXICITY_CHECK,policy_v2,d411348d672f,TOOL_TO_AGENT,low,144.28,0.000242,KEEP,protected_trust_boundary_always_kept,,False,req_46dcb3df_p0,final,True,False
wf_007,req_46dcb3df,4,req_46dcb3df_FinalAnswer,ReviewerAgent,FinalAnswer,FinalAnswer,TOXICITY_CHECK,policy_v2,d411348d672f,AGENT_TO_FINAL_RESPONSE,low,135.77,0.00023,KEEP,protected_trust_boundary_always_kept,,False,req_46dcb3df_p0,final,True,False
wf_008,req_f9162e3b,1,req_f9162e3b_PlannerAgent,User,PlannerAgent,PlannerAgent,GROUNDING_CHECK,policy_v3,878d18e94f35,USER_TO_AGENT,high,430.18,0.000375,KEEP,protected_trust_boundary_always_kept,,False,req_f9162e3b_o0,orphan_branch,True,False
wf_008,req_f9162e3b,2,req_f9162e3b_TriageAgent,PlannerAgent,TriageAgent,TriageAgent,GROUNDING_CHECK,policy_v3,878d18e94f35,AGENT_TO_AGENT_INTERNAL,high,376.02,0.000387,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,1.0,False,req_f9162e3b_o0,orphan_branch,False,True
wf_008,req_f9162e3b,3,req_f9162e3b_ComplianceAgent,TriageAgent,ComplianceAgent,ComplianceAgent,GROUNDING_CHECK,policy_v1,878d18e94f35,AGENT_TO_AGENT_INTERNAL,high,387.4,0.000386,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,2.0,False,req_f9162e3b_o0,orphan_branch,False,True
wf_008,req_f9162e3b,-1,req_f9162e3b_FinalAnswer_boundary_gap,?,FinalAnswer,FinalAnswer,GROUNDING_CHECK,,,AGENT_TO_FINAL_RESPONSE,unknown,0.0,0.0,MOVE_TO_BOUNDARY,no_guardrail_check_found_on_agent_to_final_response_boundary,,False,req_f9162e3b_p0,boundary_gap,True,True
wf_009,req_4a82c30f,1,req_4a82c30f_PlannerAgent,User,PlannerAgent,PlannerAgent,SENSITIVE_INFO_CHECK,policy_v1,d07b08655a8f,USER_TO_AGENT,high,158.36,7.4e-05,KEEP,protected_trust_boundary_always_kept,,False,req_4a82c30f_p0,final,True,False
wf_009,req_4a82c30f,2,req_4a82c30f_AgentA,PlannerAgent,AgentA,AgentA,SENSITIVE_INFO_CHECK,policy_v1,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,198.71,6.8e-05,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,1.0,False,req_4a82c30f_p0,final,False,True
wf_009,req_4a82c30f,3,req_4a82c30f_AgentB,AgentA,AgentB,AgentB,SENSITIVE_INFO_CHECK,policy_v1,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,197.68,6.3e-05,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,2.0,False,req_4a82c30f_p0,final,False,True
wf_009,req_4a82c30f,4,req_4a82c30f_AgentC,AgentB,AgentC,AgentC,SENSITIVE_INFO_CHECK,policy_v2,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,152.11,6.6e-05,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,3.0,False,req_4a82c30f_p0,final,False,True
wf_009,req_4a82c30f,5,req_4a82c30f_AgentD,AgentC,AgentD,AgentD,SENSITIVE_INFO_CHECK,policy_v2,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,166.69,6.2e-05,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,4.0,False,req_4a82c30f_p0,final,False,True
wf_009,req_4a82c30f,6,req_4a82c30f_AgentE,AgentD,AgentE,AgentE,SENSITIVE_INFO_CHECK,policy_v2,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,214.16,6.4e-05,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,5.0,False,req_4a82c30f_p0,final,False,True
wf_009,req_4a82c30f,7,req_4a82c30f_FinalAnswer,AgentE,FinalAnswer,FinalAnswer,SENSITIVE_INFO_CHECK,policy_v2,d07b08655a8f,AGENT_TO_FINAL_RESPONSE,high,178.12,6.3e-05,KEEP,protected_trust_boundary_always_kept,,False,req_4a82c30f_p0,final,True,False
wf_009,req_4a82c30f,8,req_4a82c30f_PlannerAgent,User,PlannerAgent,PlannerAgent,TOXICITY_CHECK,policy_v1,d07b08655a8f,USER_TO_AGENT,high,193.69,0.000323,KEEP,protected_trust_boundary_always_kept,,False,req_4a82c30f_p0,final,True,False
wf_009,req_4a82c30f,9,req_4a82c30f_AgentA,PlannerAgent,AgentA,AgentA,TOXICITY_CHECK,policy_v1,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,194.22,0.000326,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,8.0,False,req_4a82c30f_p0,final,False,True
wf_009,req_4a82c30f,10,req_4a82c30f_AgentB,AgentA,AgentB,AgentB,TOXICITY_CHECK,policy_v1,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,157.48,0.000322,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,9.0,False,req_4a82c30f_p0,final,False,True
wf_009,req_4a82c30f,11,req_4a82c30f_AgentC,AgentB,AgentC,AgentC,TOXICITY_CHECK,policy_v2,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,155.75,0.000278,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,10.0,False,req_4a82c30f_p0,final,False,True
wf_009,req_4a82c30f,12,req_4a82c30f_AgentD,AgentC,AgentD,AgentD,TOXICITY_CHECK,policy_v2,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,201.28,0.000306,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,11.0,False,req_4a82c30f_p0,final,False,True
wf_009,req_4a82c30f,13,req_4a82c30f_AgentE,AgentD,AgentE,AgentE,TOXICITY_CHECK,policy_v2,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,175.32,0.000333,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,12.0,False,req_4a82c30f_p0,final,False,True
wf_009,req_4a82c30f,14,req_4a82c30f_FinalAnswer,AgentE,FinalAnswer,FinalAnswer,TOXICITY_CHECK,policy_v2,d07b08655a8f,AGENT_TO_FINAL_RESPONSE,high,188.66,0.0003,KEEP,protected_trust_boundary_always_kept,,False,req_4a82c30f_p0,final,True,False
wf_010,req_b961cb4d,1,req_b961cb4d_PlannerAgent,User,PlannerAgent,PlannerAgent,PII_CHECK,policy_v3,9c949bfb5eea,USER_TO_AGENT,low,134.23,5e-05,KEEP,protected_trust_boundary_always_kept,,False,req_b961cb4d_o0,orphan_branch,True,False
wf_010,req_b961cb4d,2,req_b961cb4d_AgentA,PlannerAgent,AgentA,AgentA,PII_CHECK,policy_v3,9c949bfb5eea,AGENT_TO_AGENT_INTERNAL,low,123.01,4.9e-05,KEEP,orphan_branch_dead_end_conservatively_kept;low_risk_internal_duplicate_same_text_same_policy_previous_pass,1.0,False,req_b961cb4d_o0,orphan_branch,False,False
wf_010,req_b961cb4d,3,req_b961cb4d_AgentB,AgentA,AgentB,AgentB,PII_CHECK,policy_v3,9c949bfb5eea,AGENT_TO_AGENT_INTERNAL,low,108.03,4.8e-05,KEEP,orphan_branch_dead_end_conservatively_kept;low_risk_internal_duplicate_same_text_same_policy_previous_pass,2.0,False,req_b961cb4d_o0,orphan_branch,False,False
wf_010,req_b961cb4d,4,req_b961cb4d_AgentC,AgentB,AgentC,AgentC,PII_CHECK,policy_v1,9c949bfb5eea,AGENT_TO_AGENT_INTERNAL,low,107.11,4.9e-05,KEEP,policy_drift_since_previous_check,,False,req_b961cb4d_o0,orphan_branch,False,False
wf_010,req_b961cb4d,5,req_b961cb4d_AgentD,AgentC,AgentD,AgentD,PII_CHECK,policy_v1,9c949bfb5eea,AGENT_TO_AGENT_INTERNAL,low,99.1,4.9e-05,KEEP,orphan_branch_dead_end_conservatively_kept;low_risk_internal_duplicate_same_text_same_policy_previous_pass,4.0,False,req_b961cb4d_o0,orphan_branch,False,False
wf_010,req_b961cb4d,6,req_b961cb4d_AgentE,AgentD,AgentE,AgentE,PII_CHECK,policy_v1,9c949bfb5eea,AGENT_TO_AGENT_INTERNAL,low,106.74,5e-05,HUMAN_REVIEW_REQUIRED,conflicting_guardrail_results,5.0,False,req_b961cb4d_o0,orphan_branch,False,True
wf_010,req_b961cb4d,-1,req_b961cb4d_FinalAnswer_boundary_gap,?,FinalAnswer,FinalAnswer,PII_CHECK,,,AGENT_TO_FINAL_RESPONSE,unknown,0.0,0.0,MOVE_TO_BOUNDARY,no_guardrail_check_found_on_agent_to_final_response_boundary,,False,req_b961cb4d_p0,boundary_gap,True,True
wf_011,req_717fefc2,1,req_717fefc2_PlannerAgent,User,PlannerAgent,PlannerAgent,TOXICITY_CHECK,policy_v2,3c072b9c5c28,USER_TO_AGENT,low,126.54,0.000238,KEEP,protected_trust_boundary_always_kept,,False,req_717fefc2_p0,final,True,False
wf_011,req_717fefc2,2,req_717fefc2_AgentA,PlannerAgent,AgentA,AgentA,TOXICITY_CHECK,policy_v2,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,low,115.62,0.000232,HUMAN_REVIEW_REQUIRED,conflicting_guardrail_results,1.0,False,req_717fefc2_p0,final,False,True
wf_011,req_717fefc2,3,req_717fefc2_AgentB,AgentA,AgentB,AgentB,TOXICITY_CHECK,policy_v2,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,low,113.27,0.000216,KEEP,previous_result_WARN_not_reusable,,False,req_717fefc2_p0,final,False,False
wf_011,req_717fefc2,4,req_717fefc2_AgentC,AgentB,AgentC,AgentC,TOXICITY_CHECK,policy_v2,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,low,104.22,0.000247,SKIP_REDUNDANT_WITH_AUDIT,low_risk_internal_duplicate_same_text_same_policy_previous_pass,3.0,True,req_717fefc2_p0,final,False,True
wf_011,req_717fefc2,5,req_717fefc2_AgentD,AgentC,AgentD,AgentD,TOXICITY_CHECK,policy_v2,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,low,123.86,0.000242,SKIP_REDUNDANT_WITH_AUDIT,low_risk_internal_duplicate_same_text_same_policy_previous_pass,4.0,True,req_717fefc2_p0,final,False,True
wf_011,req_717fefc2,6,req_717fefc2_AgentE,AgentD,AgentE,AgentE,TOXICITY_CHECK,policy_v2,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,low,120.43,0.00022,SKIP_REDUNDANT_WITH_AUDIT,low_risk_internal_duplicate_same_text_same_policy_previous_pass,5.0,True,req_717fefc2_p0,final,False,True
