node_id,workflow_id,request_id,node_name,node_type,agent_name,risk_level,input_text_hash,output_text_hash,guardrail_check_count
req_f625fc17_SummarizerAgent,wf_003,req_f625fc17,SummarizerAgent,agent,SummarizerAgent,high,878d18e94f35,878d18e94f35,2
req_f625fc17_FinalAnswer,wf_003,req_f625fc17,FinalAnswer,final,FinalAnswer,high,878d18e94f35,878d18e94f35,2
req_8b936967_User,wf_004,req_8b936967,User,user,User,low,9c949bfb5eea,9c949bfb5eea,0
req_8b936967_PlannerAgent,wf_004,req_8b936967,PlannerAgent,agent,PlannerAgent,low,9c949bfb5eea,9c949bfb5eea,1
req_8b936967_AgentA,wf_004,req_8b936967,AgentA,agent,AgentA,low,9c949bfb5eea,9c949bfb5eea,1
req_8b936967_AgentB,wf_004,req_8b936967,AgentB,agent,AgentB,low,9c949bfb5eea,9c949bfb5eea,1
req_8b936967_AgentC,wf_004,req_8b936967,AgentC,agent,AgentC,low,9c949bfb5eea,9c949bfb5eea,1
req_8b936967_FinalAnswer,wf_004,req_8b936967,FinalAnswer,final,FinalAnswer,low,9c949bfb5eea,9c949bfb5eea,1
req_16c0be0a_User,wf_005,req_16c0be0a,User,user,User,low,2ca26547d1b5,2ca26547d1b5,0
req_16c0be0a_PlannerAgent,wf_005,req_16c0be0a,PlannerAgent,agent,PlannerAgent,low,2ca26547d1b5,2ca26547d1b5,1
req_16c0be0a_RetrievalAgent,wf_005,req_16c0be0a,RetrievalAgent,agent,RetrievalAgent,low,2ca26547d1b5,2ca26547d1b5,1
req_16c0be0a_ComplianceAgent,wf_005,req_16c0be0a,ComplianceAgent,agent,ComplianceAgent,low,2ca26547d1b5,2ca26547d1b5,1
req_16c0be0a_FinalAnswer,wf_005,req_16c0be0a,FinalAnswer,final,FinalAnswer,low,2ca26547d1b5,2ca26547d1b5,1
req_8bde4bef_User,wf_006,req_8bde4bef,User,user,User,high,ab7232a7009e,ab7232a7009e,0
req_8bde4bef_PlannerAgent,wf_006,req_8bde4bef,PlannerAgent,agent,PlannerAgent,high,ab7232a7009e,ab7232a7009e,1
req_8bde4bef_MarketDataTool,wf_006,req_8bde4bef,MarketDataTool,tool,MarketDataTool,high,ab7232a7009e,ab7232a7009e,1
req_8bde4bef_RiskModelTool,wf_006,req_8bde4bef,RiskModelTool,tool,RiskModelTool,high,ab7232a7009e,ab7232a7009e,1
req_8bde4bef_AggregatorAgent,wf_006,req_8bde4bef,AggregatorAgent,agent,AggregatorAgent,high,ab7232a7009e,ab7232a7009e,2
req_8bde4bef_ComplianceAgent,wf_006,req_8bde4bef,ComplianceAgent,agent,ComplianceAgent,high,ab7232a7009e,ab7232a7009e,1
req_8bde4bef_FinalAnswer,wf_006,req_8bde4bef,FinalAnswer,final,FinalAnswer,high,ab7232a7009e,ab7232a7009e,1
req_46dcb3df_User,wf_007,req_46dcb3df,User,user,User,low,d411348d672f,d411348d672f,0
req_46dcb3df_PlannerAgent,wf_007,req_46dcb3df,PlannerAgent,agent,PlannerAgent,low,d411348d672f,d411348d672f,1
req_46dcb3df_CodeGenTool,wf_007,req_46dcb3df,CodeGenTool,tool,CodeGenTool,low,d411348d672f,d411348d672f,1
req_46dcb3df_ReviewerAgent,wf_007,req_46dcb3df,ReviewerAgent,agent,ReviewerAgent,low,d411348d672f,d411348d672f,1
req_46dcb3df_FinalAnswer,wf_007,req_46dcb3df,FinalAnswer,final,FinalAnswer,low,d411348d672f,d411348d672f,1
req_f9162e3b_User,wf_008,req_f9162e3b,User,user,User,high,878d18e94f35,878d18e94f35,0
req_f9162e3b_PlannerAgent,wf_008,req_f9162e3b,PlannerAgent,agent,PlannerAgent,high,878d18e94f35,878d18e94f35,1
req_f9162e3b_TriageAgent,wf_008,req_f9162e3b,TriageAgent,agent,TriageAgent,high,878d18e94f35,878d18e94f35,1
req_f9162e3b_ComplianceAgent,wf_008,req_f9162e3b,ComplianceAgent,agent,ComplianceAgent,high,878d18e94f35,878d18e94f35,1
req_4a82c30f_User,wf_009,req_4a82c30f,User,user,User,high,d07b08655a8f,d07b08655a8f,0
req_4a82c30f_PlannerAgent,wf_009,req_4a82c30f,PlannerAgent,agent,PlannerAgent,high,d07b08655a8f,d07b08655a8f,2
req_4a82c30f_AgentA,wf_009,req_4a82c30f,AgentA,agent,AgentA,high,d07b08655a8f,d07b08655a8f,2
req_4a82c30f_AgentB,wf_009,req_4a82c30f,AgentB,agent,AgentB,high,d07b08655a8f,d07b08655a8f,2
req_4a82c30f_AgentC,wf_009,req_4a82c30f,AgentC,agent,AgentC,high,d07b08655a8f,d07b08655a8f,2
req_4a82c30f_AgentD,wf_009,req_4a82c30f,AgentD,agent,AgentD,high,d07b08655a8f,d07b08655a8f,2
req_4a82c30f_AgentE,wf_009,req_4a82c30f,AgentE,agent,AgentE,high,d07b08655a8f,d07b08655a8f,2
req_4a82c30f_FinalAnswer,wf_009,req_4a82c30f,FinalAnswer,final,FinalAnswer,high,d07b08655a8f,d07b08655a8f,2
req_b961cb4d_User,wf_010,req_b961cb4d,User,user,User,low,9c949bfb5eea,9c949bfb5eea,0
req_b961cb4d_PlannerAgent,wf_010,req_b961cb4d,PlannerAgent,agent,PlannerAgent,low,9c949bfb5eea,9c949bfb5eea,1
req_b961cb4d_AgentA,wf_010,req_b961cb4d,AgentA,agent,AgentA,low,9c949bfb5eea,9c949bfb5eea,1
req_b961cb4d_AgentB,wf_010,req_b961cb4d,AgentB,agent,AgentB,low,9c949bfb5eea,9c949bfb5eea,1
req_b961cb4d_AgentC,wf_010,req_b961cb4d,AgentC,agent,AgentC,low,9c949bfb5eea,9c949bfb5eea,1
req_b961cb4d_AgentD,wf_010,req_b961cb4d,AgentD,agent,AgentD,low,9c949bfb5eea,9c949bfb5eea,1
req_b961cb4d_AgentE,wf_010,req_b961cb4d,AgentE,agent,AgentE,low,9c949bfb5eea,9c949bfb5eea,1
req_717fefc2_User,wf_011,req_717fefc2,User,user,User,low,3c072b9c5c28,3c072b9c5c28,0
req_717fefc2_PlannerAgent,wf_011,req_717fefc2,PlannerAgent,agent,PlannerAgent,low,3c072b9c5c28,3c072b9c5c28,2
req_717fefc2_AgentA,wf_011,req_717fefc2,AgentA,agent,AgentA,low,3c072b9c5c28,3c072b9c5c28,2
req_717fefc2_AgentB,wf_011,req_717fefc2,AgentB,agent,AgentB,low,3c072b9c5c28,3c072b9c5c28,2
req_717fefc2_AgentC,wf_011,req_717fefc2,AgentC,agent,AgentC,low,3c072b9c5c28,3c072b9c5c28,2
req_717fefc2_AgentD,wf_011,req_717fefc2,AgentD,agent,AgentD,low,3c072b9c5c28,3c072b9c5c28,2
req_717fefc2_AgentE,wf_011,req_717fefc2,AgentE,agent,AgentE,low,3c072b9c5c28,3c072b9c5c28,2
req_717fefc2_FinalAnswer,wf_011,req_717fefc2,FinalAnswer,final,FinalAnswer,low,3c072b9c5c28,3c072b9c5c28,2
req_49e25668_User,wf_012,req_49e25668,User,user,User,low,d07b08655a8f,d07b08655a8f,0
req_49e25668_PlannerAgent,wf_012,req_49e25668,PlannerAgent,agent,PlannerAgent,low,d07b08655a8f,d07b08655a8f,2
req_49e25668_AgentA,wf_012,req_49e25668,AgentA,agent,AgentA,low,d07b08655a8f,d07b08655a8f,2
req_49e25668_AgentB,wf_012,req_49e25668,AgentB,agent,AgentB,low,d07b08655a8f,d07b08655a8f,2
req_49e25668_AgentC,wf_012,req_49e25668,AgentC,agent,AgentC,low,d07b08655a8f,d07b08655a8f,2
req_49e25668_FinalAnswer,wf_012,req_49e25668,FinalAnswer,final,FinalAnswer,low,d07b08655a8f,d07b08655a8f,2
req_ebd1136e_User,wf_013,req_ebd1136e,User,user,User,low,d411348d672f,d411348d672f,0
req_ebd1136e_PlannerAgent,wf_013,req_ebd1136e,PlannerAgent,agent,PlannerAgent,low,d411348d672f,d411348d672f,1
req_ebd1136e_RetrievalAgent,wf_013,req_ebd1136e,RetrievalAgent,agent,RetrievalAgent,low,d411348d672f,d411348d672f,1
req_ebd1136e_ComplianceAgent,wf_013,req_ebd1136e,ComplianceAgent,agent,ComplianceAgent,low,d411348d672f,d411348d672f,1
req_ebd1136e_SummarizerAgent,wf_013,req_ebd1136e,SummarizerAgent,agent,SummarizerAgent,low,d411348d672f,1457148eef7a,2
req_ebd1136e_FinalAnswer,wf_013,req_ebd1136e,FinalAnswer,final,FinalAnswer,low,1457148eef7a,1457148eef7a,1
req_94f51587_User,wf_014,req_94f51587,User,user,User,low,3c072b9c5c28,3c072b9c5c28,0
req_94f51587_PlannerAgent,wf_014,req_94f51587,PlannerAgent,agent,PlannerAgent,low,3c072b9c5c28,3c072b9c5c28,2
req_94f51587_RetrievalAgent,wf_014,req_94f51587,RetrievalAgent,agent,RetrievalAgent,low,3c072b9c5c28,3c072b9c5c28,2
req_94f51587_AnalysisAgent,wf_014,req_94f51587,AnalysisAgent,agent,AnalysisAgent,low,3c072b9c5c28,3c072b9c5c28,2
req_94f51587_FinalAnswer,wf_014,req_94f51587,FinalAnswer,final,FinalAnswer,low,3c072b9c5c28,3c072b9c5c28,2
req_5303cbd3_User,wf_015,req_5303cbd3,User,user,User,high,093b80bfb1de,093b80bfb1de,0
req_5303cbd3_PlannerAgent,wf_015,req_5303cbd3,PlannerAgent,agent,PlannerAgent,high,093b80bfb1de,093b80bfb1de,1
req_5303cbd3_SearchTool,wf_015,req_5303cbd3,SearchTool,tool,SearchTool,high,093b80bfb1de,093b80bfb1de,1
req_5303cbd3_AnalysisAgent,wf_015,req_5303cbd3,AnalysisAgent,agent,AnalysisAgent,high,093b80bfb1de,093b80bfb1de,1
req_5303cbd3_DatabaseTool,wf_015,req_5303cbd3,DatabaseTool,tool,DatabaseTool,high,093b80bfb1de,ab7232a7009e,1
req_5303cbd3_SummarizerAgent,wf_015,req_5303cbd3,SummarizerAgent,agent,SummarizerAgent,high,ab7232a7009e,ab7232a7009e,1
req_5303cbd3_FinalAnswer,wf_015,req_5303cbd3,FinalAnswer,final,FinalAnswer,high,ab7232a7009e,ab7232a7009e,1
req_48d8ba91_User,wf_016,req_48d8ba91,User,user,User,low,ab7232a7009e,ab7232a7009e,0
req_48d8ba91_PlannerAgent,wf_016,req_48d8ba91,PlannerAgent,agent,PlannerAgent,low,ab7232a7009e,ab7232a7009e,2
req_48d8ba91_RetrievalAgent,wf_016,req_48d8ba91,RetrievalAgent,agent,RetrievalAgent,low,ab7232a7009e,ab7232a7009e,2
req_48d8ba91_ComplianceAgent,wf_016,req_48d8ba91,ComplianceAgent,agent,ComplianceAgent,low,ab7232a7009e,ab7232a7009e,2
req_48d8ba91_SummarizerAgent,wf_016,req_48d8ba91,SummarizerAgent,agent,SummarizerAgent,low,ab7232a7009e,ab7232a7009e,4
req_48d8ba91_FinalAnswer,wf_016,req_48d8ba91,FinalAnswer,final,FinalAnswer,low,ab7232a7009e,ab7232a7009e,2
req_fd81e9c4_User,wf_017,req_fd81e9c4,User,user,User,high,d07b08655a8f,d07b08655a8f,0
req_fd81e9c4_PlannerAgent,wf_017,req_fd81e9c4,PlannerAgent,agent,PlannerAgent,high,d07b08655a8f,d07b08655a8f,2
req_fd81e9c4_FinanceAgent,wf_017,req_fd81e9c4,FinanceAgent,agent,FinanceAgent,high,d07b08655a8f,d07b08655a8f,2
req_fd81e9c4_PaymentTool,wf_017,req_fd81e9c4,PaymentTool,tool,PaymentTool,high,d07b08655a8f,d07b08655a8f,2
req_fd81e9c4_SummarizerAgent,wf_017,req_fd81e9c4,SummarizerAgent,agent,SummarizerAgent,high,d07b08655a8f,d07b08655a8f,2
req_fd81e9c4_FinalAnswer,wf_017,req_fd81e9c4,FinalAnswer,final,FinalAnswer,high,d07b08655a8f,d07b08655a8f,2
req_9f1ab89f_User,wf_018,req_9f1ab89f,User,user,User,low,3c072b9c5c28,3c072b9c5c28,0
req_9f1ab89f_PlannerAgent,wf_018,req_9f1ab89f,PlannerAgent,agent,PlannerAgent,low,3c072b9c5c28,3c072b9c5c28,2
req_9f1ab89f_AgentA,wf_018,req_9f1ab89f,AgentA,agent,AgentA,low,3c072b9c5c28,3c072b9c5c28,2
req_9f1ab89f_AgentB,wf_018,req_9f1ab89f,AgentB,agent,AgentB,low,3c072b9c5c28,093b80bfb1de,2
req_9f1ab89f_AgentC,wf_018,req_9f1ab89f,AgentC,agent,AgentC,low,093b80bfb1de,093b80bfb1de,2
req_9f1ab89f_FinalAnswer,wf_018,req_9f1ab89f,FinalAnswer,final,FinalAnswer,low,093b80bfb1de,093b80bfb1de,2
req_ee6cf94f_User,wf_019,req_ee6cf94f,User,user,User,high,d07b08655a8f,d07b08655a8f,0
req_ee6cf94f_PlannerAgent,wf_019,req_ee6cf94f,PlannerAgent,agent,PlannerAgent,high,d07b08655a8f,d07b08655a8f,2
req_ee6cf94f_RetrievalAgent,wf_019,req_ee6cf94f,RetrievalAgent,agent,RetrievalAgent,high,d07b08655a8f,d07b08655a8f,2
req_ee6cf94f_ComplianceAgent,wf_019,req_ee6cf94f,ComplianceAgent,agent,ComplianceAgent,high,d07b08655a8f,d07b08655a8f,2
req_d6eb2857_User,wf_020,req_d6eb2857,User,user,User,low,9c949bfb5eea,9c949bfb5eea,0
req_d6eb2857_PlannerAgent,wf_020,req_d6eb2857,PlannerAgent,agent,PlannerAgent,low,9c949bfb5eea,9c949bfb5eea,2
req_d6eb2857_MarketDataTool,wf_020,req_d6eb2857,MarketDataTool,tool,MarketDataTool,low,9c949bfb5eea,9c949bfb5eea,2
req_d6eb2857_RiskModelTool,wf_020,req_d6eb2857,RiskModelTool,tool,RiskModelTool,low,9c949bfb5eea,9c949bfb5eea,2
req_d6eb2857_AggregatorAgent,wf_020,req_d6eb2857,AggregatorAgent,agent,AggregatorAgent,low,9c949bfb5eea,9c949bfb5eea,4
req_d6eb2857_ComplianceAgent,wf_020,req_d6eb2857,ComplianceAgent,agent,ComplianceAgent,low,9c949bfb5eea,9c949bfb5eea,2
req_d6eb2857_FinalAnswer,wf_020,req_d6eb2857,FinalAnswer,final,FinalAnswer,low,9c949bfb5eea,9c949bfb5eea,2
req_48b41905_User,wf_021,req_48b41905,User,user,User,high,9c949bfb5eea,9c949bfb5eea,0
req_48b41905_PlannerAgent,wf_021,req_48b41905,PlannerAgent,agent,PlannerAgent,high,9c949bfb5eea,9c949bfb5eea,1
req_48b41905_CodeGenTool,wf_021,req_48b41905,CodeGenTool,tool,CodeGenTool,high,9c949bfb5eea,9c949bfb5eea,1
req_48b41905_ReviewerAgent,wf_021,req_48b41905,ReviewerAgent,agent,ReviewerAgent,high,9c949bfb5eea,9c949bfb5eea,1
req_48b41905_FinalAnswer,wf_021,req_48b41905,FinalAnswer,final,FinalAnswer,high,9c949bfb5eea,9c949bfb5eea,1
req_0f6ce01c_User,wf_022,req_0f6ce01c,User,user,User,high,093b80bfb1de,093b80bfb1de,0
req_0f6ce01c_PlannerAgent,wf_022,req_0f6ce01c,PlannerAgent,agent,PlannerAgent,high,093b80bfb1de,093b80bfb1de,1
req_0f6ce01c_TriageAgent,wf_022,req_0f6ce01c,TriageAgent,agent,TriageAgent,high,093b80bfb1de,093b80bfb1de,1
req_0f6ce01c_ComplianceAgent,wf_022,req_0f6ce01c,ComplianceAgent,agent,ComplianceAgent,high,093b80bfb1de,093b80bfb1de,1
req_0f6ce01c_FinalAnswer,wf_022,req_0f6ce01c,FinalAnswer,final,FinalAnswer,high,093b80bfb1de,093b80bfb1de,1
req_16d7e2fd_User,wf_023,req_16d7e2fd,User,user,User,medium,2ca26547d1b5,2ca26547d1b5,0
req_16d7e2fd_PlannerAgent,wf_023,req_16d7e2fd,PlannerAgent,agent,PlannerAgent,medium,2ca26547d1b5,2ca26547d1b5,2
req_16d7e2fd_AgentA,wf_023,req_16d7e2fd,AgentA,agent,AgentA,medium,2ca26547d1b5,2ca26547d1b5,2
req_16d7e2fd_AgentB,wf_023,req_16d7e2fd,AgentB,agent,AgentB,medium,2ca26547d1b5,2ca26547d1b5,2
req_16d7e2fd_AgentC,wf_023,req_16d7e2fd,AgentC,agent,AgentC,medium,2ca26547d1b5,2ca26547d1b5,2
req_16d7e2fd_AgentD,wf_023,req_16d7e2fd,AgentD,agent,AgentD,medium,2ca26547d1b5,2ca26547d1b5,2
req_16d7e2fd_AgentE,wf_023,req_16d7e2fd,AgentE,agent,AgentE,medium,2ca26547d1b5,2ca26547d1b5,2
req_16d7e2fd_FinalAnswer,wf_023,req_16d7e2fd,FinalAnswer,final,FinalAnswer,medium,2ca26547d1b5,2ca26547d1b5,2
req_128e91b0_User,wf_024,req_128e91b0,User,user,User,medium,d411348d672f,d411348d672f,0
req_128e91b0_PlannerAgent,wf_024,req_128e91b0,PlannerAgent,agent,PlannerAgent,medium,d411348d672f,d411348d672f,1
req_128e91b0_AgentA,wf_024,req_128e91b0,AgentA,agent,AgentA,medium,d411348d672f,d411348d672f,1
req_128e91b0_AgentB,wf_024,req_128e91b0,AgentB,agent,AgentB,medium,d411348d672f,d411348d672f,1
req_128e91b0_AgentC,wf_024,req_128e91b0,AgentC,agent,AgentC,medium,d411348d672f,d411348d672f,1
req_128e91b0_AgentD,wf_024,req_128e91b0,AgentD,agent,AgentD,medium,d411348d672f,d411348d672f,1
req_128e91b0_AgentE,wf_024,req_128e91b0,AgentE,agent,AgentE,medium,d411348d672f,d411348d672f,1
req_128e91b0_FinalAnswer,wf_024,req_128e91b0,FinalAnswer,final,FinalAnswer,medium,d411348d672f,d411348d672f,1
req_31cc1813_User,wf_025,req_31cc1813,User,user,User,low,2ca26547d1b5,2ca26547d1b5,0
req_31cc1813_PlannerAgent,wf_025,req_31cc1813,PlannerAgent,agent,PlannerAgent,low,2ca26547d1b5,2ca26547d1b5,1
req_31cc1813_AgentA,wf_025,req_31cc1813,AgentA,agent,AgentA,low,2ca26547d1b5,2ca26547d1b5,1
req_31cc1813_AgentB,wf_025,req_31cc1813,AgentB,agent,AgentB,low,2ca26547d1b5,2ca26547d1b5,1
req_31cc1813_AgentC,wf_025,req_31cc1813,AgentC,agent,AgentC,low,2ca26547d1b5,2ca26547d1b5,1
req_31cc1813_AgentD,wf_025,req_31cc1813,AgentD,agent,AgentD,low,2ca26547d1b5,2ca26547d1b5,1
req_31cc1813_AgentE,wf_025,req_31cc1813,AgentE,agent,AgentE,low,2ca26547d1b5,2ca26547d1b5,1
req_31cc1813_FinalAnswer,wf_025,req_31cc1813,FinalAnswer,final,FinalAnswer,low,2ca26547d1b5,2ca26547d1b5,1
req_8b39c33b_User,wf_026,req_8b39c33b,User,user,User,high,3c072b9c5c28,3c072b9c5c28,0
req_8b39c33b_PlannerAgent,wf_026,req_8b39c33b,PlannerAgent,agent,PlannerAgent,high,3c072b9c5c28,3c072b9c5c28,1
req_8b39c33b_AgentA,wf_026,req_8b39c33b,AgentA,agent,AgentA,high,3c072b9c5c28,3c072b9c5c28,1
req_8b39c33b_AgentB,wf_026,req_8b39c33b,AgentB,agent,AgentB,high,3c072b9c5c28,3c072b9c5c28,1
req_8b39c33b_AgentC,wf_026,req_8b39c33b,AgentC,agent,AgentC,high,3c072b9c5c28,3c072b9c5c28,1
req_8b39c33b_FinalAnswer,wf_026,req_8b39c33b,FinalAnswer,final,FinalAnswer,high,3c072b9c5c28,3c072b9c5c28,1
req_283e6067_User,wf_027,req_283e6067,User,user,User,low,d07b08655a8f,d07b08655a8f,0
req_283e6067_PlannerAgent,wf_027,req_283e6067,PlannerAgent,agent,PlannerAgent,low,d07b08655a8f,d07b08655a8f,1
req_283e6067_RetrievalAgent,wf_027,req_283e6067,RetrievalAgent,agent,RetrievalAgent,low,d07b08655a8f,d07b08655a8f,1
req_283e6067_ComplianceAgent,wf_027,req_283e6067,ComplianceAgent,agent,ComplianceAgent,low,d07b08655a8f,d07b08655a8f,1
req_283e6067_SummarizerAgent,wf_027,req_283e6067,SummarizerAgent,agent,SummarizerAgent,low,d07b08655a8f,d07b08655a8f,2
req_92eea582_User,wf_028,req_92eea582,User,user,User,low,7c034e70c3b4,7c034e70c3b4,0
req_92eea582_PlannerAgent,wf_028,req_92eea582,PlannerAgent,agent,PlannerAgent,low,7c034e70c3b4,7c034e70c3b4,1
req_92eea582_RetrievalAgent,wf_028,req_92eea582,RetrievalAgent,agent,RetrievalAgent,low,7c034e70c3b4,7c034e70c3b4,1
req_92eea582_AnalysisAgent,wf_028,req_92eea582,AnalysisAgent,agent,AnalysisAgent,low,7c034e70c3b4,7c034e70c3b4,1
req_92eea582_FinalAnswer,wf_028,req_92eea582,FinalAnswer,final,FinalAnswer,low,7c034e70c3b4,7c034e70c3b4,1
req_c8a5a91b_User,wf_029,req_c8a5a91b,User,user,User,medium,d07b08655a8f,d07b08655a8f,0
req_c8a5a91b_PlannerAgent,wf_029,req_c8a5a91b,PlannerAgent,agent,PlannerAgent,medium,d07b08655a8f,d07b08655a8f,2
req_c8a5a91b_SearchTool,wf_029,req_c8a5a91b,SearchTool,tool,SearchTool,medium,d07b08655a8f,d07b08655a8f,2
req_c8a5a91b_AnalysisAgent,wf_029,req_c8a5a91b,AnalysisAgent,agent,AnalysisAgent,medium,d07b08655a8f,d07b08655a8f,2
req_c8a5a91b_DatabaseTool,wf_029,req_c8a5a91b,DatabaseTool,tool,DatabaseTool,medium,d07b08655a8f,d07b08655a8f,2
req_c8a5a91b_SummarizerAgent,wf_029,req_c8a5a91b,SummarizerAgent,agent,SummarizerAgent,medium,d07b08655a8f,d07b08655a8f,2
req_c8a5a91b_FinalAnswer,wf_029,req_c8a5a91b,FinalAnswer,final,FinalAnswer,medium,d07b08655a8f,d07b08655a8f,2
req_45a7d52a_User,wf_030,req_45a7d52a,User,user,User,high,7c034e70c3b4,7c034e70c3b4,0
req_45a7d52a_PlannerAgent,wf_030,req_45a7d52a,PlannerAgent,agent,PlannerAgent,high,7c034e70c3b4,7c034e70c3b4,1
req_45a7d52a_RetrievalAgent,wf_030,req_45a7d52a,RetrievalAgent,agent,RetrievalAgent,high,7c034e70c3b4,7c034e70c3b4,1
req_45a7d52a_ComplianceAgent,wf_030,req_45a7d52a,ComplianceAgent,agent,ComplianceAgent,high,7c034e70c3b4,7c034e70c3b4,1
req_45a7d52a_SummarizerAgent,wf_030,req_45a7d52a,SummarizerAgent,agent,SummarizerAgent,high,7c034e70c3b4,7c034e70c3b4,2
req_45a7d52a_FinalAnswer,wf_030,req_45a7d52a,FinalAnswer,final,FinalAnswer,high,7c034e70c3b4,7c034e70c3b4,1
req_1fd8e7c9_User,wf_031,req_1fd8e7c9,User,user,User,high,3c072b9c5c28,3c072b9c5c28,0
req_1fd8e7c9_PlannerAgent,wf_031,req_1fd8e7c9,PlannerAgent,agent,PlannerAgent,high,3c072b9c5c28,3c072b9c5c28,1
req_1fd8e7c9_FinanceAgent,wf_031,req_1fd8e7c9,FinanceAgent,agent,FinanceAgent,high,3c072b9c5c28,3c072b9c5c28,1
req_1fd8e7c9_PaymentTool,wf_031,req_1fd8e7c9,PaymentTool,tool,PaymentTool,high,3c072b9c5c28,3c072b9c5c28,1
req_1fd8e7c9_SummarizerAgent,wf_031,req_1fd8e7c9,SummarizerAgent,agent,SummarizerAgent,high,3c072b9c5c28,3c072b9c5c28,1
req_1fd8e7c9_FinalAnswer,wf_031,req_1fd8e7c9,FinalAnswer,final,FinalAnswer,high,3c072b9c5c28,3c072b9c5c28,1
req_879a48a7_User,wf_032,req_879a48a7,User,user,User,low,093b80bfb1de,093b80bfb1de,0
req_879a48a7_PlannerAgent,wf_032,req_879a48a7,PlannerAgent,agent,PlannerAgent,low,093b80bfb1de,093b80bfb1de,1
req_879a48a7_AgentA,wf_032,req_879a48a7,AgentA,agent,AgentA,low,093b80bfb1de,093b80bfb1de,1
req_879a48a7_AgentB,wf_032,req_879a48a7,AgentB,agent,AgentB,low,093b80bfb1de,ab7232a7009e,1
req_879a48a7_AgentC,wf_032,req_879a48a7,AgentC,agent,AgentC,low,ab7232a7009e,ab7232a7009e,1
req_879a48a7_FinalAnswer,wf_032,req_879a48a7,FinalAnswer,final,FinalAnswer,low,ab7232a7009e,ab7232a7009e,1
req_22e16b3a_User,wf_033,req_22e16b3a,User,user,User,low,3c072b9c5c28,3c072b9c5c28,0
req_22e16b3a_PlannerAgent,wf_033,req_22e16b3a,PlannerAgent,agent,PlannerAgent,low,3c072b9c5c28,3c072b9c5c28,2
req_22e16b3a_RetrievalAgent,wf_033,req_22e16b3a,RetrievalAgent,agent,RetrievalAgent,low,3c072b9c5c28,3c072b9c5c28,2
