edge_id,workflow_id,request_id,source_node,target_node,trust_boundary,protected_boundary,text_changed_on_edge,edge_risk_level,guardrail_check_count
req_48d8ba91_RetrievalAgent_SummarizerAgent,wf_016,req_48d8ba91,RetrievalAgent,SummarizerAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_48d8ba91_ComplianceAgent_SummarizerAgent,wf_016,req_48d8ba91,ComplianceAgent,SummarizerAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_48d8ba91_SummarizerAgent_FinalAnswer,wf_016,req_48d8ba91,SummarizerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,2
req_fd81e9c4_User_PlannerAgent,wf_017,req_fd81e9c4,User,PlannerAgent,USER_TO_AGENT,True,False,high,2
req_fd81e9c4_PlannerAgent_FinanceAgent,wf_017,req_fd81e9c4,PlannerAgent,FinanceAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_fd81e9c4_FinanceAgent_PaymentTool,wf_017,req_fd81e9c4,FinanceAgent,PaymentTool,AGENT_TO_TOOL,True,False,high,2
req_fd81e9c4_PaymentTool_SummarizerAgent,wf_017,req_fd81e9c4,PaymentTool,SummarizerAgent,TOOL_TO_AGENT,True,False,high,2
req_fd81e9c4_SummarizerAgent_FinalAnswer,wf_017,req_fd81e9c4,SummarizerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,2
req_9f1ab89f_User_PlannerAgent,wf_018,req_9f1ab89f,User,PlannerAgent,USER_TO_AGENT,True,False,low,2
req_9f1ab89f_PlannerAgent_AgentA,wf_018,req_9f1ab89f,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_9f1ab89f_AgentA_AgentB,wf_018,req_9f1ab89f,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,True,low,2
req_9f1ab89f_AgentB_AgentC,wf_018,req_9f1ab89f,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_9f1ab89f_AgentC_FinalAnswer,wf_018,req_9f1ab89f,AgentC,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,2
req_ee6cf94f_User_PlannerAgent,wf_019,req_ee6cf94f,User,PlannerAgent,USER_TO_AGENT,True,False,high,2
req_ee6cf94f_PlannerAgent_RetrievalAgent,wf_019,req_ee6cf94f,PlannerAgent,RetrievalAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_ee6cf94f_RetrievalAgent_ComplianceAgent,wf_019,req_ee6cf94f,RetrievalAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_d6eb2857_User_PlannerAgent,wf_020,req_d6eb2857,User,PlannerAgent,USER_TO_AGENT,True,False,low,2
req_d6eb2857_PlannerAgent_MarketDataTool,wf_020,req_d6eb2857,PlannerAgent,MarketDataTool,AGENT_TO_TOOL,True,False,low,2
req_d6eb2857_PlannerAgent_RiskModelTool,wf_020,req_d6eb2857,PlannerAgent,RiskModelTool,AGENT_TO_TOOL,True,False,low,2
req_d6eb2857_MarketDataTool_AggregatorAgent,wf_020,req_d6eb2857,MarketDataTool,AggregatorAgent,TOOL_TO_AGENT,True,False,low,2
req_d6eb2857_RiskModelTool_AggregatorAgent,wf_020,req_d6eb2857,RiskModelTool,AggregatorAgent,TOOL_TO_AGENT,True,False,low,2
req_d6eb2857_AggregatorAgent_ComplianceAgent,wf_020,req_d6eb2857,AggregatorAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_d6eb2857_ComplianceAgent_FinalAnswer,wf_020,req_d6eb2857,ComplianceAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,2
req_48b41905_User_PlannerAgent,wf_021,req_48b41905,User,PlannerAgent,USER_TO_AGENT,True,False,high,1
req_48b41905_PlannerAgent_CodeGenTool,wf_021,req_48b41905,PlannerAgent,CodeGenTool,AGENT_TO_TOOL,True,False,high,1
req_48b41905_CodeGenTool_ReviewerAgent,wf_021,req_48b41905,CodeGenTool,ReviewerAgent,TOOL_TO_AGENT,True,False,high,1
req_48b41905_ReviewerAgent_FinalAnswer,wf_021,req_48b41905,ReviewerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,1
req_0f6ce01c_User_PlannerAgent,wf_022,req_0f6ce01c,User,PlannerAgent,USER_TO_AGENT,True,False,high,1
req_0f6ce01c_PlannerAgent_TriageAgent,wf_022,req_0f6ce01c,PlannerAgent,TriageAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_0f6ce01c_TriageAgent_ComplianceAgent,wf_022,req_0f6ce01c,TriageAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_0f6ce01c_ComplianceAgent_FinalAnswer,wf_022,req_0f6ce01c,ComplianceAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,1
req_16d7e2fd_User_PlannerAgent,wf_023,req_16d7e2fd,User,PlannerAgent,USER_TO_AGENT,True,False,medium,2
req_16d7e2fd_PlannerAgent_AgentA,wf_023,req_16d7e2fd,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,medium,2
req_16d7e2fd_AgentA_AgentB,wf_023,req_16d7e2fd,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,medium,2
req_16d7e2fd_AgentB_AgentC,wf_023,req_16d7e2fd,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,medium,2
req_16d7e2fd_AgentC_AgentD,wf_023,req_16d7e2fd,AgentC,AgentD,AGENT_TO_AGENT_INTERNAL,False,False,medium,2
req_16d7e2fd_AgentD_AgentE,wf_023,req_16d7e2fd,AgentD,AgentE,AGENT_TO_AGENT_INTERNAL,False,False,medium,2
req_16d7e2fd_AgentE_FinalAnswer,wf_023,req_16d7e2fd,AgentE,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,medium,2
req_128e91b0_User_PlannerAgent,wf_024,req_128e91b0,User,PlannerAgent,USER_TO_AGENT,True,False,medium,1
req_128e91b0_PlannerAgent_AgentA,wf_024,req_128e91b0,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,medium,1
req_128e91b0_AgentA_AgentB,wf_024,req_128e91b0,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,medium,1
req_128e91b0_AgentB_AgentC,wf_024,req_128e91b0,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,medium,1
req_128e91b0_AgentC_AgentD,wf_024,req_128e91b0,AgentC,AgentD,AGENT_TO_AGENT_INTERNAL,False,False,medium,1
req_128e91b0_AgentD_AgentE,wf_024,req_128e91b0,AgentD,AgentE,AGENT_TO_AGENT_INTERNAL,False,False,medium,1
req_128e91b0_AgentE_FinalAnswer,wf_024,req_128e91b0,AgentE,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,medium,1
req_31cc1813_User_PlannerAgent,wf_025,req_31cc1813,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_31cc1813_PlannerAgent_AgentA,wf_025,req_31cc1813,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_31cc1813_AgentA_AgentB,wf_025,req_31cc1813,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_31cc1813_AgentB_AgentC,wf_025,req_31cc1813,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_31cc1813_AgentC_AgentD,wf_025,req_31cc1813,AgentC,AgentD,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_31cc1813_AgentD_AgentE,wf_025,req_31cc1813,AgentD,AgentE,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_31cc1813_AgentE_FinalAnswer,wf_025,req_31cc1813,AgentE,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,1
req_8b39c33b_User_PlannerAgent,wf_026,req_8b39c33b,User,PlannerAgent,USER_TO_AGENT,True,False,high,1
req_8b39c33b_PlannerAgent_AgentA,wf_026,req_8b39c33b,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_8b39c33b_AgentA_AgentB,wf_026,req_8b39c33b,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_8b39c33b_AgentB_AgentC,wf_026,req_8b39c33b,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_8b39c33b_AgentC_FinalAnswer,wf_026,req_8b39c33b,AgentC,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,1
req_283e6067_User_PlannerAgent,wf_027,req_283e6067,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_283e6067_PlannerAgent_RetrievalAgent,wf_027,req_283e6067,PlannerAgent,RetrievalAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_283e6067_PlannerAgent_ComplianceAgent,wf_027,req_283e6067,PlannerAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_283e6067_RetrievalAgent_SummarizerAgent,wf_027,req_283e6067,RetrievalAgent,SummarizerAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_283e6067_ComplianceAgent_SummarizerAgent,wf_027,req_283e6067,ComplianceAgent,SummarizerAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_92eea582_User_PlannerAgent,wf_028,req_92eea582,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_92eea582_PlannerAgent_RetrievalAgent,wf_028,req_92eea582,PlannerAgent,RetrievalAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_92eea582_RetrievalAgent_AnalysisAgent,wf_028,req_92eea582,RetrievalAgent,AnalysisAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_92eea582_AnalysisAgent_FinalAnswer,wf_028,req_92eea582,AnalysisAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,1
req_c8a5a91b_User_PlannerAgent,wf_029,req_c8a5a91b,User,PlannerAgent,USER_TO_AGENT,True,False,medium,2
req_c8a5a91b_PlannerAgent_SearchTool,wf_029,req_c8a5a91b,PlannerAgent,SearchTool,AGENT_TO_TOOL,True,False,medium,2
req_c8a5a91b_SearchTool_AnalysisAgent,wf_029,req_c8a5a91b,SearchTool,AnalysisAgent,TOOL_TO_AGENT,True,False,medium,2
req_c8a5a91b_AnalysisAgent_DatabaseTool,wf_029,req_c8a5a91b,AnalysisAgent,DatabaseTool,AGENT_TO_TOOL,True,False,medium,2
req_c8a5a91b_DatabaseTool_SummarizerAgent,wf_029,req_c8a5a91b,DatabaseTool,SummarizerAgent,TOOL_TO_AGENT,True,False,medium,2
req_c8a5a91b_SummarizerAgent_FinalAnswer,wf_029,req_c8a5a91b,SummarizerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,medium,2
req_45a7d52a_User_PlannerAgent,wf_030,req_45a7d52a,User,PlannerAgent,USER_TO_AGENT,True,False,high,1
req_45a7d52a_PlannerAgent_RetrievalAgent,wf_030,req_45a7d52a,PlannerAgent,RetrievalAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_45a7d52a_PlannerAgent_ComplianceAgent,wf_030,req_45a7d52a,PlannerAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_45a7d52a_RetrievalAgent_SummarizerAgent,wf_030,req_45a7d52a,RetrievalAgent,SummarizerAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_45a7d52a_ComplianceAgent_SummarizerAgent,wf_030,req_45a7d52a,ComplianceAgent,SummarizerAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_45a7d52a_SummarizerAgent_FinalAnswer,wf_030,req_45a7d52a,SummarizerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,1
req_1fd8e7c9_User_PlannerAgent,wf_031,req_1fd8e7c9,User,PlannerAgent,USER_TO_AGENT,True,False,high,1
req_1fd8e7c9_PlannerAgent_FinanceAgent,wf_031,req_1fd8e7c9,PlannerAgent,FinanceAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_1fd8e7c9_FinanceAgent_PaymentTool,wf_031,req_1fd8e7c9,FinanceAgent,PaymentTool,AGENT_TO_TOOL,True,False,high,1
req_1fd8e7c9_PaymentTool_SummarizerAgent,wf_031,req_1fd8e7c9,PaymentTool,SummarizerAgent,TOOL_TO_AGENT,True,False,high,1
req_1fd8e7c9_SummarizerAgent_FinalAnswer,wf_031,req_1fd8e7c9,SummarizerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,1
req_879a48a7_User_PlannerAgent,wf_032,req_879a48a7,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_879a48a7_PlannerAgent_AgentA,wf_032,req_879a48a7,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_879a48a7_AgentA_AgentB,wf_032,req_879a48a7,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,True,low,1
req_879a48a7_AgentB_AgentC,wf_032,req_879a48a7,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_879a48a7_AgentC_FinalAnswer,wf_032,req_879a48a7,AgentC,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,1
req_22e16b3a_User_PlannerAgent,wf_033,req_22e16b3a,User,PlannerAgent,USER_TO_AGENT,True,False,low,2
req_22e16b3a_PlannerAgent_RetrievalAgent,wf_033,req_22e16b3a,PlannerAgent,RetrievalAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_22e16b3a_RetrievalAgent_ComplianceAgent,wf_033,req_22e16b3a,RetrievalAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,True,low,2
req_22e16b3a_ComplianceAgent_FinalAnswer,wf_033,req_22e16b3a,ComplianceAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,2
req_2551bb9a_User_PlannerAgent,wf_034,req_2551bb9a,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_2551bb9a_PlannerAgent_MarketDataTool,wf_034,req_2551bb9a,PlannerAgent,MarketDataTool,AGENT_TO_TOOL,True,False,low,1
req_2551bb9a_PlannerAgent_RiskModelTool,wf_034,req_2551bb9a,PlannerAgent,RiskModelTool,AGENT_TO_TOOL,True,False,low,1
