workflow_id,request_id,path_id,path_type,path_nodes,guardrail_type,policy_id,text_hash,first_step_id,duplicate_step_id,duplicate_reason,optimization_allowed,blocked_by,recommended_decision
wf_006,req_8bde4bef,req_8bde4bef_p1,final,User -> PlannerAgent -> RiskModelTool -> AggregatorAgent -> ComplianceAgent -> FinalAnswer,GROUNDING_CHECK,policy_v2,ab7232a7009e,1,3,protected_boundary;high_risk,False,protected_boundary;high_risk,HUMAN_REVIEW_REQUIRED
wf_006,req_8bde4bef,req_8bde4bef_p1,final,User -> PlannerAgent -> RiskModelTool -> AggregatorAgent -> ComplianceAgent -> FinalAnswer,GROUNDING_CHECK,policy_v2,ab7232a7009e,3,5,protected_boundary;high_risk,False,protected_boundary;high_risk,HUMAN_REVIEW_REQUIRED
wf_006,req_8bde4bef,req_8bde4bef_p1,final,User -> PlannerAgent -> RiskModelTool -> AggregatorAgent -> ComplianceAgent -> FinalAnswer,GROUNDING_CHECK,policy_v2,ab7232a7009e,5,6,high_risk,False,high_risk,HUMAN_REVIEW_REQUIRED
wf_006,req_8bde4bef,req_8bde4bef_p1,final,User -> PlannerAgent -> RiskModelTool -> AggregatorAgent -> ComplianceAgent -> FinalAnswer,GROUNDING_CHECK,policy_v2,ab7232a7009e,6,7,protected_boundary;high_risk,False,protected_boundary;high_risk,HUMAN_REVIEW_REQUIRED
wf_007,req_46dcb3df,req_46dcb3df_p0,final,User -> PlannerAgent -> CodeGenTool -> ReviewerAgent -> FinalAnswer,TOXICITY_CHECK,policy_v2,d411348d672f,1,2,protected_boundary,False,protected_boundary,KEEP
wf_007,req_46dcb3df,req_46dcb3df_p0,final,User -> PlannerAgent -> CodeGenTool -> ReviewerAgent -> FinalAnswer,TOXICITY_CHECK,policy_v2,d411348d672f,2,3,protected_boundary;conflicting_result,False,protected_boundary;conflicting_result,HUMAN_REVIEW_REQUIRED
wf_007,req_46dcb3df,req_46dcb3df_p0,final,User -> PlannerAgent -> CodeGenTool -> ReviewerAgent -> FinalAnswer,TOXICITY_CHECK,policy_v2,d411348d672f,3,4,protected_boundary;previous_unsafe_result;conflicting_result,False,protected_boundary;previous_unsafe_result;conflicting_result,HUMAN_REVIEW_REQUIRED
wf_008,req_f9162e3b,req_f9162e3b_o0,orphan_branch,User -> PlannerAgent -> TriageAgent -> ComplianceAgent,GROUNDING_CHECK,policy_v3,878d18e94f35,1,2,high_risk;orphan_branch,False,high_risk;orphan_branch,HUMAN_REVIEW_REQUIRED
wf_008,req_f9162e3b,req_f9162e3b_o0,orphan_branch,User -> PlannerAgent -> TriageAgent -> ComplianceAgent,GROUNDING_CHECK,policy_v1,878d18e94f35,2,3,high_risk;policy_drift;orphan_branch,False,high_risk;policy_drift;orphan_branch,HUMAN_REVIEW_REQUIRED
wf_009,req_4a82c30f,req_4a82c30f_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v1,d07b08655a8f,1,2,high_risk,False,high_risk,HUMAN_REVIEW_REQUIRED
wf_009,req_4a82c30f,req_4a82c30f_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v1,d07b08655a8f,2,3,high_risk,False,high_risk,HUMAN_REVIEW_REQUIRED
wf_009,req_4a82c30f,req_4a82c30f_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v2,d07b08655a8f,3,4,high_risk;policy_drift,False,high_risk;policy_drift,HUMAN_REVIEW_REQUIRED
wf_009,req_4a82c30f,req_4a82c30f_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v2,d07b08655a8f,4,5,high_risk;previous_unsafe_result,False,high_risk;previous_unsafe_result,HUMAN_REVIEW_REQUIRED
wf_009,req_4a82c30f,req_4a82c30f_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v2,d07b08655a8f,5,6,high_risk;previous_unsafe_result,False,high_risk;previous_unsafe_result,HUMAN_REVIEW_REQUIRED
wf_009,req_4a82c30f,req_4a82c30f_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v2,d07b08655a8f,6,7,protected_boundary;high_risk;previous_unsafe_result,False,protected_boundary;high_risk;previous_unsafe_result,HUMAN_REVIEW_REQUIRED
wf_009,req_4a82c30f,req_4a82c30f_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,TOXICITY_CHECK,policy_v1,d07b08655a8f,8,9,high_risk;previous_unsafe_result,False,high_risk;previous_unsafe_result,HUMAN_REVIEW_REQUIRED
wf_009,req_4a82c30f,req_4a82c30f_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,TOXICITY_CHECK,policy_v1,d07b08655a8f,9,10,high_risk;previous_unsafe_result,False,high_risk;previous_unsafe_result,HUMAN_REVIEW_REQUIRED
wf_009,req_4a82c30f,req_4a82c30f_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,TOXICITY_CHECK,policy_v2,d07b08655a8f,10,11,high_risk;policy_drift;previous_unsafe_result,False,high_risk;policy_drift;previous_unsafe_result,HUMAN_REVIEW_REQUIRED
wf_009,req_4a82c30f,req_4a82c30f_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,TOXICITY_CHECK,policy_v2,d07b08655a8f,11,12,high_risk;previous_unsafe_result,False,high_risk;previous_unsafe_result,HUMAN_REVIEW_REQUIRED
wf_009,req_4a82c30f,req_4a82c30f_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,TOXICITY_CHECK,policy_v2,d07b08655a8f,12,13,high_risk;previous_unsafe_result,False,high_risk;previous_unsafe_result,HUMAN_REVIEW_REQUIRED
wf_009,req_4a82c30f,req_4a82c30f_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,TOXICITY_CHECK,policy_v2,d07b08655a8f,13,14,protected_boundary;high_risk;previous_unsafe_result,False,protected_boundary;high_risk;previous_unsafe_result,HUMAN_REVIEW_REQUIRED
wf_010,req_b961cb4d,req_b961cb4d_o0,orphan_branch,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE,PII_CHECK,policy_v3,9c949bfb5eea,1,2,orphan_branch,False,orphan_branch,KEEP
wf_010,req_b961cb4d,req_b961cb4d_o0,orphan_branch,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE,PII_CHECK,policy_v3,9c949bfb5eea,2,3,orphan_branch,False,orphan_branch,KEEP
wf_010,req_b961cb4d,req_b961cb4d_o0,orphan_branch,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE,PII_CHECK,policy_v1,9c949bfb5eea,3,4,policy_drift;orphan_branch,False,policy_drift;orphan_branch,KEEP
wf_010,req_b961cb4d,req_b961cb4d_o0,orphan_branch,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE,PII_CHECK,policy_v1,9c949bfb5eea,4,5,orphan_branch,False,orphan_branch,KEEP
wf_010,req_b961cb4d,req_b961cb4d_o0,orphan_branch,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE,PII_CHECK,policy_v1,9c949bfb5eea,5,6,orphan_branch;conflicting_result,False,orphan_branch;conflicting_result,HUMAN_REVIEW_REQUIRED
wf_011,req_717fefc2,req_717fefc2_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,TOXICITY_CHECK,policy_v2,3c072b9c5c28,1,2,conflicting_result,False,conflicting_result,HUMAN_REVIEW_REQUIRED
wf_011,req_717fefc2,req_717fefc2_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,TOXICITY_CHECK,policy_v2,3c072b9c5c28,2,3,previous_unsafe_result;conflicting_result,False,previous_unsafe_result;conflicting_result,HUMAN_REVIEW_REQUIRED
wf_011,req_717fefc2,req_717fefc2_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,TOXICITY_CHECK,policy_v2,3c072b9c5c28,3,4,same_guardrail_same_text_same_policy,True,,SKIP_REDUNDANT_WITH_AUDIT
wf_011,req_717fefc2,req_717fefc2_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,TOXICITY_CHECK,policy_v2,3c072b9c5c28,4,5,same_guardrail_same_text_same_policy,True,,SKIP_REDUNDANT_WITH_AUDIT
wf_011,req_717fefc2,req_717fefc2_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,TOXICITY_CHECK,policy_v2,3c072b9c5c28,5,6,same_guardrail_same_text_same_policy,True,,SKIP_REDUNDANT_WITH_AUDIT
wf_011,req_717fefc2,req_717fefc2_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,TOXICITY_CHECK,policy_v2,3c072b9c5c28,6,7,protected_boundary,False,protected_boundary,KEEP
wf_011,req_717fefc2,req_717fefc2_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v2,3c072b9c5c28,8,9,same_guardrail_same_text_same_policy,True,,SKIP_REDUNDANT_WITH_AUDIT
wf_011,req_717fefc2,req_717fefc2_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v2,3c072b9c5c28,9,10,same_guardrail_same_text_same_policy,True,,SKIP_REDUNDANT_WITH_AUDIT
wf_011,req_717fefc2,req_717fefc2_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v2,3c072b9c5c28,10,11,same_guardrail_same_text_same_policy,True,,SKIP_REDUNDANT_WITH_AUDIT
wf_011,req_717fefc2,req_717fefc2_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v2,3c072b9c5c28,11,12,same_guardrail_same_text_same_policy,True,,SKIP_REDUNDANT_WITH_AUDIT
wf_011,req_717fefc2,req_717fefc2_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v2,3c072b9c5c28,12,13,same_guardrail_same_text_same_policy,True,,SKIP_REDUNDANT_WITH_AUDIT
wf_011,req_717fefc2,req_717fefc2_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> AgentD -> AgentE -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v2,3c072b9c5c28,13,14,protected_boundary,False,protected_boundary,KEEP
wf_012,req_49e25668,req_49e25668_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> FinalAnswer,TOXICITY_CHECK,policy_v2,d07b08655a8f,1,2,same_guardrail_same_text_same_policy,True,,SKIP_REDUNDANT_WITH_AUDIT
wf_012,req_49e25668,req_49e25668_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> FinalAnswer,TOXICITY_CHECK,policy_v3,d07b08655a8f,2,3,policy_drift,False,policy_drift,KEEP
wf_012,req_49e25668,req_49e25668_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> FinalAnswer,TOXICITY_CHECK,policy_v3,d07b08655a8f,3,4,same_guardrail_same_text_same_policy,True,,SKIP_REDUNDANT_WITH_AUDIT
wf_012,req_49e25668,req_49e25668_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> FinalAnswer,TOXICITY_CHECK,policy_v3,d07b08655a8f,4,5,protected_boundary,False,protected_boundary,KEEP
wf_012,req_49e25668,req_49e25668_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> FinalAnswer,PROMPT_ATTACK_CHECK,policy_v2,d07b08655a8f,6,7,same_guardrail_same_text_same_policy,True,,SKIP_REDUNDANT_WITH_AUDIT
wf_012,req_49e25668,req_49e25668_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> FinalAnswer,PROMPT_ATTACK_CHECK,policy_v3,d07b08655a8f,7,8,policy_drift,False,policy_drift,KEEP
wf_012,req_49e25668,req_49e25668_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> FinalAnswer,PROMPT_ATTACK_CHECK,policy_v3,d07b08655a8f,8,9,same_guardrail_same_text_same_policy,True,,SKIP_REDUNDANT_WITH_AUDIT
wf_012,req_49e25668,req_49e25668_p0,final,User -> PlannerAgent -> AgentA -> AgentB -> AgentC -> FinalAnswer,PROMPT_ATTACK_CHECK,policy_v3,d07b08655a8f,9,10,protected_boundary,False,protected_boundary,KEEP
wf_013,req_ebd1136e,req_ebd1136e_p0,final,User -> PlannerAgent -> RetrievalAgent -> SummarizerAgent -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v3,d411348d672f,1,2,same_guardrail_same_text_same_policy,True,,SKIP_REDUNDANT_WITH_AUDIT
wf_013,req_ebd1136e,req_ebd1136e_p0,final,User -> PlannerAgent -> RetrievalAgent -> SummarizerAgent -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v3,1457148eef7a,2,4,text_changed;conflicting_result,False,text_changed;conflicting_result,HUMAN_REVIEW_REQUIRED
wf_013,req_ebd1136e,req_ebd1136e_p0,final,User -> PlannerAgent -> RetrievalAgent -> SummarizerAgent -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v3,1457148eef7a,4,6,protected_boundary;previous_unsafe_result,False,protected_boundary;previous_unsafe_result,KEEP
wf_013,req_ebd1136e,req_ebd1136e_p1,final,User -> PlannerAgent -> ComplianceAgent -> SummarizerAgent -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v3,d411348d672f,1,3,same_guardrail_same_text_same_policy,True,,SKIP_REDUNDANT_WITH_AUDIT
wf_013,req_ebd1136e,req_ebd1136e_p1,final,User -> PlannerAgent -> ComplianceAgent -> SummarizerAgent -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v3,1457148eef7a,3,5,text_changed;conflicting_result,False,text_changed;conflicting_result,HUMAN_REVIEW_REQUIRED
wf_013,req_ebd1136e,req_ebd1136e_p1,final,User -> PlannerAgent -> ComplianceAgent -> SummarizerAgent -> FinalAnswer,SENSITIVE_INFO_CHECK,policy_v3,1457148eef7a,5,6,protected_boundary;previous_unsafe_result,False,protected_boundary;previous_unsafe_result,KEEP
wf_014,req_94f51587,req_94f51587_p0,final,User -> PlannerAgent -> RetrievalAgent -> AnalysisAgent -> FinalAnswer,PII_CHECK,policy_v3,3c072b9c5c28,1,2,previous_unsafe_result;conflicting_result,False,previous_unsafe_result;conflicting_result,HUMAN_REVIEW_REQUIRED
wf_014,req_94f51587,req_94f51587_p0,final,User -> PlannerAgent -> RetrievalAgent -> AnalysisAgent -> FinalAnswer,PII_CHECK,policy_v3,3c072b9c5c28,2,3,same_guardrail_same_text_same_policy,True,,SKIP_REDUNDANT_WITH_AUDIT
wf_014,req_94f51587,req_94f51587_p0,final,User -> PlannerAgent -> RetrievalAgent -> AnalysisAgent -> FinalAnswer,PII_CHECK,policy_v3,3c072b9c5c28,3,4,protected_boundary,False,protected_boundary,KEEP
