workflow_id,request_id,step_id,node_id,source_node,target_node,node_type,step_type,agent_name,guardrail_type,policy_id,text_hash,input_text_hash,output_text_hash,text_changed,trust_boundary,risk_level,edge_risk_level,guardrail_result,severity,confidence,latency_ms,estimated_cost_usd,timestamp,workflow_template,behavior_pattern
wf_001,req_304e04c4,6,req_304e04c4_FinalAnswer,SummarizerAgent,FinalAnswer,final,final,FinalAnswer,PII_CHECK,policy_v1,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_FINAL_RESPONSE,medium,medium,BLOCK,low,0.747,141.44,6e-05,2025-01-01T09:07:02.085510,tool_heavy,normal_duplicate
wf_002,req_5d6a23c9,1,req_5d6a23c9_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,PROMPT_ATTACK_CHECK,policy_v3,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,USER_TO_AGENT,low,low,PASS,low,0.778,219.63,0.000233,2025-01-01T09:14:00,multi_branch,warn_block_conflict
wf_002,req_5d6a23c9,2,req_5d6a23c9_RetrievalAgent,PlannerAgent,RetrievalAgent,agent,agent,RetrievalAgent,PROMPT_ATTACK_CHECK,policy_v3,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.794,208.32,0.000205,2025-01-01T09:14:00.658890,multi_branch,warn_block_conflict
wf_002,req_5d6a23c9,3,req_5d6a23c9_ComplianceAgent,PlannerAgent,ComplianceAgent,agent,agent,ComplianceAgent,PROMPT_ATTACK_CHECK,policy_v3,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.933,181.88,0.000205,2025-01-01T09:14:01.283850,multi_branch,warn_block_conflict
wf_002,req_5d6a23c9,4,req_5d6a23c9_SummarizerAgent,RetrievalAgent,SummarizerAgent,agent,agent,SummarizerAgent,PROMPT_ATTACK_CHECK,policy_v3,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,AGENT_TO_AGENT_INTERNAL,low,low,BLOCK,medium,0.89,181.49,0.000244,2025-01-01T09:14:01.829490,multi_branch,warn_block_conflict
wf_002,req_5d6a23c9,5,req_5d6a23c9_SummarizerAgent,ComplianceAgent,SummarizerAgent,agent,agent,SummarizerAgent,PROMPT_ATTACK_CHECK,policy_v3,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,AGENT_TO_AGENT_INTERNAL,low,low,BLOCK,low,0.777,193.42,0.000214,2025-01-01T09:14:02.373960,multi_branch,warn_block_conflict
wf_002,req_5d6a23c9,6,req_5d6a23c9_FinalAnswer,SummarizerAgent,FinalAnswer,final,final,FinalAnswer,PROMPT_ATTACK_CHECK,policy_v3,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,AGENT_TO_FINAL_RESPONSE,low,low,BLOCK,low,0.96,168.79,0.000247,2025-01-01T09:14:02.954220,multi_branch,warn_block_conflict
wf_002,req_5d6a23c9,7,req_5d6a23c9_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,GROUNDING_CHECK,policy_v3,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,USER_TO_AGENT,low,low,PASS,low,0.726,225.9,0.000277,2025-01-01T09:14:03.460590,multi_branch,warn_block_conflict
wf_002,req_5d6a23c9,8,req_5d6a23c9_RetrievalAgent,PlannerAgent,RetrievalAgent,agent,agent,RetrievalAgent,GROUNDING_CHECK,policy_v3,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.93,264.9,0.000274,2025-01-01T09:14:04.138290,multi_branch,warn_block_conflict
wf_002,req_5d6a23c9,9,req_5d6a23c9_ComplianceAgent,PlannerAgent,ComplianceAgent,agent,agent,ComplianceAgent,GROUNDING_CHECK,policy_v3,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.989,276.03,0.000328,2025-01-01T09:14:04.932990,multi_branch,warn_block_conflict
wf_002,req_5d6a23c9,10,req_5d6a23c9_SummarizerAgent,RetrievalAgent,SummarizerAgent,agent,agent,SummarizerAgent,GROUNDING_CHECK,policy_v3,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,AGENT_TO_AGENT_INTERNAL,low,low,WARN,low,0.639,276.84,0.000286,2025-01-01T09:14:05.761080,multi_branch,warn_block_conflict
wf_002,req_5d6a23c9,11,req_5d6a23c9_SummarizerAgent,ComplianceAgent,SummarizerAgent,agent,agent,SummarizerAgent,GROUNDING_CHECK,policy_v3,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,AGENT_TO_AGENT_INTERNAL,low,low,WARN,low,0.732,268.19,0.000327,2025-01-01T09:14:06.591600,multi_branch,warn_block_conflict
wf_002,req_5d6a23c9,12,req_5d6a23c9_FinalAnswer,SummarizerAgent,FinalAnswer,final,final,FinalAnswer,GROUNDING_CHECK,policy_v3,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,AGENT_TO_FINAL_RESPONSE,low,low,PASS,low,0.776,239.58,0.000325,2025-01-01T09:14:07.396170,multi_branch,warn_block_conflict
wf_003,req_f625fc17,1,req_f625fc17_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,PROMPT_ATTACK_CHECK,policy_v2,878d18e94f35,878d18e94f35,878d18e94f35,False,USER_TO_AGENT,high,high,PASS,low,0.747,299.23,0.000329,2025-01-01T09:21:00,high_risk_finance,high_risk_duplicate
wf_003,req_f625fc17,2,req_f625fc17_FinanceAgent,PlannerAgent,FinanceAgent,agent,agent,FinanceAgent,PROMPT_ATTACK_CHECK,policy_v2,878d18e94f35,878d18e94f35,878d18e94f35,False,AGENT_TO_AGENT_INTERNAL,high,high,BLOCK,high,0.842,217.42,0.000295,2025-01-01T09:21:00.897690,high_risk_finance,high_risk_duplicate
wf_003,req_f625fc17,3,req_f625fc17_PaymentTool,FinanceAgent,PaymentTool,tool,tool,PaymentTool,PROMPT_ATTACK_CHECK,policy_v2,878d18e94f35,878d18e94f35,878d18e94f35,False,AGENT_TO_TOOL,high,high,BLOCK,high,0.769,261.7,0.000278,2025-01-01T09:21:01.549950,high_risk_finance,high_risk_duplicate
wf_003,req_f625fc17,4,req_f625fc17_SummarizerAgent,PaymentTool,SummarizerAgent,agent,agent,SummarizerAgent,PROMPT_ATTACK_CHECK,policy_v2,878d18e94f35,878d18e94f35,878d18e94f35,False,TOOL_TO_AGENT,high,high,PASS,low,0.937,258.33,0.000281,2025-01-01T09:21:02.335050,high_risk_finance,high_risk_duplicate
wf_003,req_f625fc17,5,req_f625fc17_FinalAnswer,SummarizerAgent,FinalAnswer,final,final,FinalAnswer,PROMPT_ATTACK_CHECK,policy_v2,878d18e94f35,878d18e94f35,878d18e94f35,False,AGENT_TO_FINAL_RESPONSE,high,high,PASS,low,0.975,222.6,0.000305,2025-01-01T09:21:03.110040,high_risk_finance,high_risk_duplicate
wf_003,req_f625fc17,6,req_f625fc17_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,GROUNDING_CHECK,policy_v2,878d18e94f35,878d18e94f35,878d18e94f35,False,USER_TO_AGENT,high,high,PASS,low,0.98,428.77,0.000426,2025-01-01T09:21:03.777840,high_risk_finance,high_risk_duplicate
wf_003,req_f625fc17,7,req_f625fc17_FinanceAgent,PlannerAgent,FinanceAgent,agent,agent,FinanceAgent,GROUNDING_CHECK,policy_v2,878d18e94f35,878d18e94f35,878d18e94f35,False,AGENT_TO_AGENT_INTERNAL,high,high,PASS,low,0.907,354.37,0.000419,2025-01-01T09:21:05.064150,high_risk_finance,high_risk_duplicate
wf_003,req_f625fc17,8,req_f625fc17_PaymentTool,FinanceAgent,PaymentTool,tool,tool,PaymentTool,GROUNDING_CHECK,policy_v2,878d18e94f35,878d18e94f35,878d18e94f35,False,AGENT_TO_TOOL,high,high,PASS,low,0.961,361.74,0.000385,2025-01-01T09:21:06.127260,high_risk_finance,high_risk_duplicate
wf_003,req_f625fc17,9,req_f625fc17_SummarizerAgent,PaymentTool,SummarizerAgent,agent,agent,SummarizerAgent,GROUNDING_CHECK,policy_v2,878d18e94f35,878d18e94f35,878d18e94f35,False,TOOL_TO_AGENT,high,high,PASS,low,0.706,376.12,0.000412,2025-01-01T09:21:07.212480,high_risk_finance,high_risk_duplicate
wf_003,req_f625fc17,10,req_f625fc17_FinalAnswer,SummarizerAgent,FinalAnswer,final,final,FinalAnswer,GROUNDING_CHECK,policy_v2,878d18e94f35,878d18e94f35,878d18e94f35,False,AGENT_TO_FINAL_RESPONSE,high,high,PASS,low,0.905,306.62,0.00037,2025-01-01T09:21:08.340840,high_risk_finance,high_risk_duplicate
wf_004,req_8b936967,1,req_8b936967_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,SENSITIVE_INFO_CHECK,policy_v3,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,USER_TO_AGENT,low,low,PASS,low,0.738,159.15,5.1e-05,2025-01-01T09:28:00,repeated_handoff,normal_duplicate
wf_004,req_8b936967,2,req_8b936967_AgentA,PlannerAgent,AgentA,agent,agent,AgentA,SENSITIVE_INFO_CHECK,policy_v3,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.928,152.49,4.7e-05,2025-01-01T09:28:00.477450,repeated_handoff,normal_duplicate
wf_004,req_8b936967,3,req_8b936967_AgentB,AgentA,AgentB,agent,agent,AgentB,SENSITIVE_INFO_CHECK,policy_v3,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.825,132.53,5e-05,2025-01-01T09:28:00.934920,repeated_handoff,normal_duplicate
wf_004,req_8b936967,4,req_8b936967_AgentC,AgentB,AgentC,agent,agent,AgentC,SENSITIVE_INFO_CHECK,policy_v3,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.895,161.68,4.6e-05,2025-01-01T09:28:01.332510,repeated_handoff,normal_duplicate
wf_004,req_8b936967,5,req_8b936967_FinalAnswer,AgentC,FinalAnswer,final,final,FinalAnswer,SENSITIVE_INFO_CHECK,policy_v3,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_FINAL_RESPONSE,low,low,PASS,low,0.798,155.31,4.7e-05,2025-01-01T09:28:01.817550,repeated_handoff,normal_duplicate
wf_005,req_16c0be0a,1,req_16c0be0a_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,SENSITIVE_INFO_CHECK,policy_v2,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,USER_TO_AGENT,low,low,PASS,low,0.968,133.54,5.4e-05,2025-01-01T09:35:00,rag_customer_support,normal_duplicate
wf_005,req_16c0be0a,2,req_16c0be0a_RetrievalAgent,PlannerAgent,RetrievalAgent,agent,agent,RetrievalAgent,SENSITIVE_INFO_CHECK,policy_v2,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.715,162.46,5.3e-05,2025-01-01T09:35:00.400620,rag_customer_support,normal_duplicate
wf_005,req_16c0be0a,3,req_16c0be0a_ComplianceAgent,RetrievalAgent,ComplianceAgent,agent,agent,ComplianceAgent,SENSITIVE_INFO_CHECK,policy_v2,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,AGENT_TO_AGENT_INTERNAL,low,low,WARN,low,0.458,135.75,4.7e-05,2025-01-01T09:35:00.888000,rag_customer_support,normal_duplicate
wf_005,req_16c0be0a,4,req_16c0be0a_FinalAnswer,ComplianceAgent,FinalAnswer,final,final,FinalAnswer,SENSITIVE_INFO_CHECK,policy_v2,2ca26547d1b5,2ca26547d1b5,2ca26547d1b5,False,AGENT_TO_FINAL_RESPONSE,low,low,WARN,low,0.717,161.74,4.8e-05,2025-01-01T09:35:01.295250,rag_customer_support,normal_duplicate
wf_006,req_8bde4bef,1,req_8bde4bef_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,GROUNDING_CHECK,policy_v2,ab7232a7009e,ab7232a7009e,ab7232a7009e,False,USER_TO_AGENT,high,high,PASS,low,0.841,325.01,0.000382,2025-01-01T09:42:00,financial_advisory,high_risk_duplicate
wf_006,req_8bde4bef,2,req_8bde4bef_MarketDataTool,PlannerAgent,MarketDataTool,tool,tool,MarketDataTool,GROUNDING_CHECK,policy_v2,ab7232a7009e,ab7232a7009e,ab7232a7009e,False,AGENT_TO_TOOL,high,high,PASS,low,0.913,306.91,0.00039,2025-01-01T09:42:00.975030,financial_advisory,high_risk_duplicate
wf_006,req_8bde4bef,3,req_8bde4bef_RiskModelTool,PlannerAgent,RiskModelTool,tool,tool,RiskModelTool,GROUNDING_CHECK,policy_v2,ab7232a7009e,ab7232a7009e,ab7232a7009e,False,AGENT_TO_TOOL,high,high,PASS,low,0.838,427.43,0.000408,2025-01-01T09:42:01.895760,financial_advisory,high_risk_duplicate
wf_006,req_8bde4bef,4,req_8bde4bef_AggregatorAgent,MarketDataTool,AggregatorAgent,agent,agent,AggregatorAgent,GROUNDING_CHECK,policy_v2,ab7232a7009e,ab7232a7009e,ab7232a7009e,False,TOOL_TO_AGENT,high,high,PASS,low,0.847,417.88,0.00037,2025-01-01T09:42:03.178050,financial_advisory,high_risk_duplicate
wf_006,req_8bde4bef,5,req_8bde4bef_AggregatorAgent,RiskModelTool,AggregatorAgent,agent,agent,AggregatorAgent,GROUNDING_CHECK,policy_v2,ab7232a7009e,ab7232a7009e,ab7232a7009e,False,TOOL_TO_AGENT,high,high,PASS,low,0.95,355.04,0.000441,2025-01-01T09:42:04.431690,financial_advisory,high_risk_duplicate
wf_006,req_8bde4bef,6,req_8bde4bef_ComplianceAgent,AggregatorAgent,ComplianceAgent,agent,agent,ComplianceAgent,GROUNDING_CHECK,policy_v2,ab7232a7009e,ab7232a7009e,ab7232a7009e,False,AGENT_TO_AGENT_INTERNAL,high,high,PASS,low,0.868,303.93,0.000371,2025-01-01T09:42:05.496810,financial_advisory,high_risk_duplicate
wf_006,req_8bde4bef,7,req_8bde4bef_FinalAnswer,ComplianceAgent,FinalAnswer,final,final,FinalAnswer,GROUNDING_CHECK,policy_v2,ab7232a7009e,ab7232a7009e,ab7232a7009e,False,AGENT_TO_FINAL_RESPONSE,high,high,PASS,low,0.864,342.77,0.000386,2025-01-01T09:42:06.408600,financial_advisory,high_risk_duplicate
wf_007,req_46dcb3df,1,req_46dcb3df_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,TOXICITY_CHECK,policy_v2,d411348d672f,d411348d672f,d411348d672f,False,USER_TO_AGENT,low,low,PASS,low,0.969,146.92,0.000203,2025-01-01T09:49:00,code_generation,warn_block_conflict
wf_007,req_46dcb3df,2,req_46dcb3df_CodeGenTool,PlannerAgent,CodeGenTool,tool,tool,CodeGenTool,TOXICITY_CHECK,policy_v2,d411348d672f,d411348d672f,d411348d672f,False,AGENT_TO_TOOL,low,low,PASS,low,0.863,106.8,0.000227,2025-01-01T09:49:00.440760,code_generation,warn_block_conflict
wf_007,req_46dcb3df,3,req_46dcb3df_ReviewerAgent,CodeGenTool,ReviewerAgent,agent,agent,ReviewerAgent,TOXICITY_CHECK,policy_v2,d411348d672f,d411348d672f,d411348d672f,False,TOOL_TO_AGENT,low,low,BLOCK,medium,0.971,144.28,0.000242,2025-01-01T09:49:00.761160,code_generation,warn_block_conflict
wf_007,req_46dcb3df,4,req_46dcb3df_FinalAnswer,ReviewerAgent,FinalAnswer,final,final,FinalAnswer,TOXICITY_CHECK,policy_v2,d411348d672f,d411348d672f,d411348d672f,False,AGENT_TO_FINAL_RESPONSE,low,low,PASS,low,0.746,135.77,0.00023,2025-01-01T09:49:01.194000,code_generation,warn_block_conflict
wf_008,req_f9162e3b,1,req_f9162e3b_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,GROUNDING_CHECK,policy_v3,878d18e94f35,878d18e94f35,878d18e94f35,False,USER_TO_AGENT,high,high,PASS,low,0.892,430.18,0.000375,2025-01-01T09:56:00,healthcare_triage,malformed
wf_008,req_f9162e3b,2,req_f9162e3b_TriageAgent,PlannerAgent,TriageAgent,agent,agent,TriageAgent,GROUNDING_CHECK,policy_v3,878d18e94f35,878d18e94f35,878d18e94f35,False,AGENT_TO_AGENT_INTERNAL,high,high,PASS,low,0.731,376.02,0.000387,2025-01-01T09:56:01.290540,healthcare_triage,malformed
wf_008,req_f9162e3b,3,req_f9162e3b_ComplianceAgent,TriageAgent,ComplianceAgent,agent,agent,ComplianceAgent,GROUNDING_CHECK,policy_v1,878d18e94f35,878d18e94f35,878d18e94f35,False,AGENT_TO_AGENT_INTERNAL,high,high,PASS,low,0.759,387.4,0.000386,2025-01-01T09:56:02.418600,healthcare_triage,malformed
wf_009,req_4a82c30f,1,req_4a82c30f_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,SENSITIVE_INFO_CHECK,policy_v1,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,USER_TO_AGENT,high,high,PASS,low,0.797,158.36,7.4e-05,2025-01-01T10:03:00,long_chain,policy_drift
wf_009,req_4a82c30f,2,req_4a82c30f_AgentA,PlannerAgent,AgentA,agent,agent,AgentA,SENSITIVE_INFO_CHECK,policy_v1,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,high,high,PASS,low,0.828,198.71,6.8e-05,2025-01-01T10:03:00.475080,long_chain,policy_drift
wf_009,req_4a82c30f,3,req_4a82c30f_AgentB,AgentA,AgentB,agent,agent,AgentB,SENSITIVE_INFO_CHECK,policy_v1,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,high,high,PASS,low,0.974,197.68,6.3e-05,2025-01-01T10:03:01.071210,long_chain,policy_drift
wf_009,req_4a82c30f,4,req_4a82c30f_AgentC,AgentB,AgentC,agent,agent,AgentC,SENSITIVE_INFO_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,high,high,WARN,low,0.55,152.11,6.6e-05,2025-01-01T10:03:01.664250,long_chain,policy_drift
wf_009,req_4a82c30f,5,req_4a82c30f_AgentD,AgentC,AgentD,agent,agent,AgentD,SENSITIVE_INFO_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,high,high,WARN,medium,0.961,166.69,6.2e-05,2025-01-01T10:03:02.120580,long_chain,policy_drift
wf_009,req_4a82c30f,6,req_4a82c30f_AgentE,AgentD,AgentE,agent,agent,AgentE,SENSITIVE_INFO_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,high,high,WARN,medium,0.741,214.16,6.4e-05,2025-01-01T10:03:02.620650,long_chain,policy_drift
wf_009,req_4a82c30f,7,req_4a82c30f_FinalAnswer,AgentE,FinalAnswer,final,final,FinalAnswer,SENSITIVE_INFO_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_FINAL_RESPONSE,high,high,WARN,low,0.932,178.12,6.3e-05,2025-01-01T10:03:03.263130,long_chain,policy_drift
wf_009,req_4a82c30f,8,req_4a82c30f_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,TOXICITY_CHECK,policy_v1,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,USER_TO_AGENT,high,high,BLOCK,high,0.933,193.69,0.000323,2025-01-01T10:03:03.797490,long_chain,policy_drift
wf_009,req_4a82c30f,9,req_4a82c30f_AgentA,PlannerAgent,AgentA,agent,agent,AgentA,TOXICITY_CHECK,policy_v1,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,high,high,BLOCK,low,0.928,194.22,0.000326,2025-01-01T10:03:04.378560,long_chain,policy_drift
wf_009,req_4a82c30f,10,req_4a82c30f_AgentB,AgentA,AgentB,agent,agent,AgentB,TOXICITY_CHECK,policy_v1,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,high,high,BLOCK,low,0.937,157.48,0.000322,2025-01-01T10:03:04.961220,long_chain,policy_drift
wf_009,req_4a82c30f,11,req_4a82c30f_AgentC,AgentB,AgentC,agent,agent,AgentC,TOXICITY_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,high,high,BLOCK,low,0.891,155.75,0.000278,2025-01-01T10:03:05.433660,long_chain,policy_drift
wf_009,req_4a82c30f,12,req_4a82c30f_AgentD,AgentC,AgentD,agent,agent,AgentD,TOXICITY_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,high,high,BLOCK,medium,0.625,201.28,0.000306,2025-01-01T10:03:05.900910,long_chain,policy_drift
wf_009,req_4a82c30f,13,req_4a82c30f_AgentE,AgentD,AgentE,agent,agent,AgentE,TOXICITY_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,high,high,BLOCK,medium,0.954,175.32,0.000333,2025-01-01T10:03:06.504750,long_chain,policy_drift
wf_009,req_4a82c30f,14,req_4a82c30f_FinalAnswer,AgentE,FinalAnswer,final,final,FinalAnswer,TOXICITY_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_FINAL_RESPONSE,high,high,BLOCK,low,0.873,188.66,0.0003,2025-01-01T10:03:07.030710,long_chain,policy_drift
wf_010,req_b961cb4d,1,req_b961cb4d_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,PII_CHECK,policy_v3,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,USER_TO_AGENT,low,low,PASS,low,0.7,134.23,5e-05,2025-01-01T10:10:00,long_chain,malformed
wf_010,req_b961cb4d,2,req_b961cb4d_AgentA,PlannerAgent,AgentA,agent,agent,AgentA,PII_CHECK,policy_v3,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.915,123.01,4.9e-05,2025-01-01T10:10:00.402690,long_chain,malformed
wf_010,req_b961cb4d,3,req_b961cb4d_AgentB,AgentA,AgentB,agent,agent,AgentB,PII_CHECK,policy_v3,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.893,108.03,4.8e-05,2025-01-01T10:10:00.771720,long_chain,malformed
wf_010,req_b961cb4d,4,req_b961cb4d_AgentC,AgentB,AgentC,agent,agent,AgentC,PII_CHECK,policy_v1,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.787,107.11,4.9e-05,2025-01-01T10:10:01.095810,long_chain,malformed
wf_010,req_b961cb4d,5,req_b961cb4d_AgentD,AgentC,AgentD,agent,agent,AgentD,PII_CHECK,policy_v1,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.786,99.1,4.9e-05,2025-01-01T10:10:01.417140,long_chain,malformed
wf_010,req_b961cb4d,6,req_b961cb4d_AgentE,AgentD,AgentE,agent,agent,AgentE,PII_CHECK,policy_v1,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_AGENT_INTERNAL,low,low,WARN,low,0.615,106.74,5e-05,2025-01-01T10:10:01.714440,long_chain,malformed
